system:index,20150101,20150201,20150301,20150401,20150501,20150601,20150701,20150801,20150901,20151001,20151101,20151201,COUNTRY,CaCO3,Clay,Coarse,EC,FID_LUCAS_,FID_gadm40,ID_0,K,LC,LC0_Desc,LC1_Desc,LU,LU1_Desc,N,NUTS_0,NUTS_1,NUTS_2,NUTS_3,OC,P,Point_ID,Sand,Silt,pH_CaCl2,pH_H20,.geo
00000000000000000091,172.0,50.0,61.0,89.0,101.0,91.0,35.0,62.0,46.0,43.0,113.0,38.0,Germany,116,0,0,34.3,9357,0,DEU,633.7,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),2.7,DE,DE1,DE13,DE135,38.8,60.9,42122800,0,0,7.3,7.63,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000034,83.0,29.0,48.0,80.0,111.0,107.0,37.0,66.0,46.0,36.0,70.0,22.0,Germany,0,0,0,14.07,9663,0,DEU,100.3,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),1.4,DE,DE1,DE14,DE147,10.0,39.1,42602746,0,0,4.9,5.24,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006c,77.0,23.0,46.0,65.0,119.0,95.0,36.0,66.0,45.0,37.0,66.0,24.0,Germany,0,0,0,18.24,9893,0,DEU,241.1,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),1.6,DE,DE1,DE14,DE146,12.6,63.6,42962776,0,0,5.9,6.14,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c1,87.0,21.0,43.0,57.0,98.0,86.0,31.0,62.0,40.0,44.0,77.0,30.0,Germany,1,0,0,26.1,10047,0,DEU,255.9,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),1.9,DE,DE1,DE14,DE145,13.7,52.0,43182820,0,0,6.6,6.8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000053,116.0,25.0,105.0,92.0,199.0,180.0,93.0,100.0,115.0,101.0,79.0,36.0,Germany,0,0,0,36.0,11975,0,DEU,73.9,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),2.6,DE,DE2,DE21,DE215,20.4,16.1,45362764,0,0,5.6,5.8,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007b,83.0,19.0,69.0,68.0,165.0,139.0,58.0,78.0,82.0,72.0,64.0,26.0,Germany,2,0,0,24.9,11387,0,DEU,104.9,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),3.4,DE,DE2,DE21,DE21G,29.5,97.6,44842784,0,0,6.7,6.77,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000086,71.0,17.0,52.0,65.0,144.0,114.0,46.0,67.0,65.0,68.0,61.0,23.0,Germany,49,0,0,64.1,10913,0,DEU,429.7,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),3.2,DE,DE2,DE21,DE21H,36.3,45.5,44382792,0,0,7.0,7.2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000096,77.0,16.0,57.0,59.0,141.0,114.0,43.0,64.0,66.0,66.0,61.0,24.0,Germany,3,0,0,12.23,11199,0,DEU,159.5,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),1.5,DE,DE2,DE21,DE21A,11.2,51.2,44662802,0,0,7.0,7.37,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a2,66.0,14.0,43.0,54.0,123.0,100.0,39.0,54.0,56.0,61.0,60.0,21.0,Germany,330,0,0,34.7,11011,0,DEU,148.2,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),6.3,DE,DE2,DE21,DE21B,66.4,17.6,44482808,0,0,7.6,7.86,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a7,77.0,15.0,59.0,57.0,134.0,120.0,43.0,57.0,64.0,65.0,63.0,24.0,Germany,1,0,0,28.5,11628,0,DEU,266.4,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),1.8,DE,DE2,DE21,DE21G,14.4,98.6,45042812,0,0,5.9,6.08,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bb,75.0,15.0,52.0,53.0,124.0,102.0,36.0,55.0,56.0,61.0,63.0,22.0,Germany,4,0,0,20.7,11154,0,DEU,290.0,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),1.6,DE,DE2,DE21,DE21B,12.1,31.7,44622820,0,0,7.1,7.55,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f0,70.0,14.0,37.0,45.0,93.0,82.0,28.0,42.0,37.0,56.0,71.0,23.0,Germany,169,0,0,33.3,10828,0,DEU,286.7,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),2.0,DE,DE2,DE21,DE211,38.0,43.5,44282848,0,0,7.5,7.77,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fc,76.0,14.0,44.0,42.0,98.0,83.0,27.0,40.0,40.0,57.0,70.0,23.0,Germany,182,0,0,29.1,11013,0,DEU,116.8,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),3.0,DE,DE2,DE21,DE219,45.9,24.8,44482856,0,0,7.5,7.78,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000101,87.0,17.0,39.0,47.0,89.0,79.0,28.0,42.0,35.0,57.0,81.0,29.0,Germany,0,0,0,16.6,10602,0,DEU,339.5,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),1.6,DE,DE2,DE21,DE219,12.7,60.2,44022858,0,0,5.7,6.19,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a5,75.0,15.0,61.0,57.0,137.0,119.0,46.0,56.0,62.0,67.0,63.0,25.0,Germany,1,0,0,16.72,11821,0,DEU,164.9,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),1.9,DE,DE2,DE22,DE22A,15.5,91.2,45222812,0,0,6.4,6.48,"{""type"":""MultiPoint"",""coordinates"":[]}"
