system:index,20150101,20150201,20150301,20150401,20150501,20150601,20150701,20150801,20150901,20151001,20151101,20151201,COUNTRY,CaCO3,Clay,Coarse,EC,FID_LUCAS_,FID_gadm40,ID_0,K,LC,LC0_Desc,LC1_Desc,LU,LU1_Desc,N,NUTS_0,NUTS_1,NUTS_2,NUTS_3,OC,P,Point_ID,Sand,Silt,pH_CaCl2,pH_H20,.geo
00000000000000000168,104.0,25.0,524.0,675.0,693.0,705.0,274.0,468.0,364.0,289.0,228.0,163.0,Germany,1,0,0,9.86,9907,0,DEU,244.6,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),1.4,DE,DE1,DE11,DE119,11.2,42.0,42982918,0,0,6.6,6.62,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000017a,94.0,18.0,518.0,668.0,660.0,690.0,283.0,455.0,375.0,281.0,209.0,167.0,Germany,79,0,0,15.43,9874,0,DEU,440.7,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),2.6,DE,DE1,DE11,DE11B,24.6,26.3,42922926,0,0,7.5,7.75,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000017b,64.0,13.0,524.0,669.0,639.0,668.0,266.0,431.0,318.0,295.0,222.0,167.0,Germany,3,0,0,24.2,10064,0,DEU,482.7,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),2.2,DE,DE1,DE11,DE11B,18.0,67.9,43202926,0,0,6.8,6.95,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000019d,79.0,19.0,519.0,675.0,652.0,689.0,312.0,466.0,405.0,284.0,214.0,175.0,Germany,169,0,0,21.9,9861,0,DEU,412.4,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),2.2,DE,DE1,DE11,DE11B,23.2,24.5,42902946,0,0,7.5,7.8,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bc,37.0,4.0,504.0,773.0,948.0,962.0,321.0,554.0,389.0,284.0,187.0,117.0,Germany,8,0,0,20.3,9458,0,DEU,136.6,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),2.6,DE,DE1,DE12,DE12C,22.7,19.0,42282820,0,0,7.3,7.64,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000010c,169.0,76.0,529.0,779.0,901.0,927.0,323.0,576.0,544.0,284.0,218.0,156.0,Germany,2,0,0,12.39,9369,0,DEU,221.7,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),1.4,DE,DE1,DE12,DE123,11.2,42.7,42142870,0,0,6.2,6.75,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000091,7.0,1.0,470.0,786.0,970.0,1074.0,474.0,641.0,465.0,307.0,177.0,114.0,Germany,116,0,0,34.3,9357,0,DEU,633.7,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),2.7,DE,DE1,DE13,DE135,38.8,60.9,42122800,0,0,7.3,7.63,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000034,14.0,5.0,512.0,803.0,1011.0,1148.0,547.0,677.0,464.0,287.0,179.0,95.0,Germany,0,0,0,14.07,9663,0,DEU,100.3,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),1.4,DE,DE1,DE14,DE147,10.0,39.1,42602746,0,0,4.9,5.24,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006c,4.0,1.0,485.0,733.0,993.0,1088.0,489.0,677.0,456.0,276.0,160.0,93.0,Germany,0,0,0,18.24,9893,0,DEU,241.1,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),1.6,DE,DE1,DE14,DE146,12.6,63.6,42962776,0,0,5.9,6.14,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c1,3.0,1.0,498.0,712.0,970.0,976.0,350.0,617.0,398.0,289.0,168.0,112.0,Germany,1,0,0,26.1,10047,0,DEU,255.9,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),1.9,DE,DE1,DE14,DE145,13.7,52.0,43182820,0,0,6.6,6.8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000053,4.0,18.0,486.0,843.0,945.0,1151.0,1089.0,985.0,527.0,316.0,225.0,65.0,Germany,0,0,0,36.0,11975,0,DEU,73.9,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),2.6,DE,DE2,DE21,DE215,20.4,16.1,45362764,0,0,5.6,5.8,"{""type"":""MultiPoint"",""coordinates"":[]}"
