system:index,20150101,20150201,20150301,20150401,20150501,20150601,20150701,20150801,20150901,20151001,20151101,20151201,COUNTRY,CaCO3,Clay,Coarse,EC,FID_LUCAS_,FID_gadm40,ID_0,K,LC,LC0_Desc,LC1_Desc,LU,LU1_Desc,N,NUTS_0,NUTS_1,NUTS_2,NUTS_3,OC,P,Point_ID,Sand,Silt,pH_CaCl2,pH_H20,.geo
000000000000000001c2,359.0,199.0,304.0,255.0,239.0,238.0,264.0,199.0,236.0,129.0,360.0,260.0,Germany,0,0,0,38.1,10159,0,DEU,481.1,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),2.0,DE,DE2,DE26,DE268,16.4,66.0,43342968,0,0,7.1,7.22,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001e5,396.0,233.0,335.0,279.0,270.0,265.0,290.0,229.0,270.0,163.0,400.0,305.0,Germany,1,0,0,16.9,10001,0,DEU,319.1,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.7,DE,DE2,DE26,DE26A,12.7,32.3,43122984,0,0,6.9,6.97,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ef,422.0,272.0,360.0,295.0,293.0,284.0,313.0,254.0,298.0,186.0,434.0,346.0,Germany,3,0,0,17.19,9646,0,DEU,130.3,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.0,DE,DE2,DE26,DE264,8.3,29.4,42582994,0,0,6.7,6.7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001fd,372.0,202.0,312.0,270.0,264.0,258.0,289.0,216.0,252.0,146.0,370.0,274.0,Germany,1,0,0,18.0,10259,0,DEU,174.5,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),2.0,DE,DE2,DE26,DE26B,16.2,28.4,43503006,0,0,5.9,6.22,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000474,561.0,399.0,485.0,400.0,380.0,349.0,408.0,320.0,360.0,295.0,509.0,511.0,Germany,0,0,0,25.5,11392,0,DEU,106.3,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.1,DE,DE4,DE40,DE40E,8.7,90.8,44843230,0,0,4.5,4.76,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000051c,445.0,290.0,388.0,339.0,304.0,286.0,333.0,263.0,278.0,221.0,360.0,420.0,Germany,1,0,0,8.93,12717,0,DEU,74.6,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.0,DE,DE4,DE40,DE409,7.7,11.6,45983286,0,0,6.4,6.53,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000052d,490.0,326.0,421.0,362.0,329.0,305.0,363.0,282.0,312.0,253.0,402.0,462.0,Germany,0,0,0,16.76,12381,0,DEU,80.2,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),0.7,DE,DE4,DE40,DE405,5.3,19.3,45703288,0,0,5.1,5.1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000584,520.0,366.0,443.0,379.0,364.0,326.0,384.0,306.0,336.0,271.0,445.0,493.0,Germany,0,0,0,16.9,11690,0,DEU,137.8,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),0.8,DE,DE4,DE40,DE40D,6.7,47.1,45103308,0,0,4.8,5.19,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005d1,455.0,327.0,408.0,346.0,343.0,304.0,360.0,268.0,298.0,207.0,410.0,441.0,Germany,3,0,0,15.97,10886,0,DEU,36.4,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.3,DE,DE4,DE40,DE40F,14.4,16.8,44343342,0,0,6.6,6.78,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001a1,356.0,228.0,306.0,246.0,246.0,243.0,269.0,207.0,258.0,126.0,364.0,285.0,Germany,19,0,0,43.1,9333,0,DEU,197.6,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),2.0,DE,DE7,DE71,DE715,15.2,19.7,42082950,0,0,7.4,7.53,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ad,356.0,228.0,307.0,246.0,246.0,244.0,270.0,217.0,258.0,126.0,366.0,286.0,Germany,1,0,0,12.9,9370,0,DEU,206.5,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.0,DE,DE7,DE71,DE717,8.5,48.1,42142960,0,0,7.0,7.24,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001c5,357.0,228.0,312.0,247.0,247.0,245.0,272.0,217.0,258.0,125.0,368.0,289.0,Germany,37,0,0,17.38,9371,0,DEU,367.2,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.3,DE,DE7,DE71,DE717,12.4,65.8,42142970,0,0,7.4,7.73,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000240,403.0,258.0,339.0,276.0,289.0,274.0,307.0,247.0,286.0,161.0,416.0,337.0,Germany,0,0,0,16.34,9478,0,DEU,360.3,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.5,DE,DE7,DE72,DE721,12.2,46.1,42323054,0,0,6.0,6.3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000259,402.0,255.0,335.0,271.0,287.0,269.0,304.0,244.0,283.0,155.0,412.0,336.0,Germany,2,0,0,7.85,9479,0,DEU,157.6,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.2,DE,DE7,DE72,DE724,11.5,23.4,42323068,0,0,6.1,6.31,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000025a,448.0,296.0,371.0,304.0,318.0,297.0,333.0,273.0,316.0,199.0,456.0,379.0,Germany,55,0,0,20.9,9574,0,DEU,113.0,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),2.6,DE,DE7,DE72,DE725,22.3,74.9,42463068,0,0,7.1,7.36,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000278,460.0,304.0,377.0,312.0,325.0,299.0,339.0,278.0,321.0,208.0,467.0,391.0,Germany,1,0,0,12.11,9683,0,DEU,278.9,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.6,DE,DE7,DE72,DE725,12.7,62.8,42623080,0,0,6.4,6.95,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000027d,409.0,259.0,333.0,272.0,293.0,270.0,307.0,246.0,281.0,159.0,417.0,341.0,Germany,2,0,0,11.44,9548,0,DEU,192.1,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.3,DE,DE7,DE72,DE724,11.5,57.0,42423082,0,0,6.5,6.75,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000293,421.0,252.0,336.0,289.0,298.0,271.0,312.0,247.0,279.0,169.0,420.0,339.0,Germany,0,0,0,14.61,9935,0,DEU,201.6,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.4,DE,DE7,DE73,DE733,9.7,52.1,43023088,0,0,6.0,6.64,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002cd,501.0,359.0,415.0,335.0,355.0,326.0,365.0,307.0,357.0,246.0,508.0,441.0,Germany,2,0,0,11.71,9481,0,DEU,22.6,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.6,DE,DE7,DE73,DE736,12.4,62.0,42323104,0,0,6.7,6.93,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000307,444.0,279.0,350.0,292.0,309.0,276.0,320.0,259.0,293.0,180.0,438.0,368.0,Germany,2,0,0,14.41,9793,0,DEU,208.0,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.4,DE,DE7,DE73,DE735,11.9,45.6,42783118,0,0,6.8,7.19,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000314,445.0,260.0,341.0,300.0,310.0,273.0,324.0,254.0,283.0,175.0,431.0,357.0,Germany,5,0,0,23.3,10052,0,DEU,271.0,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.6,DE,DE7,DE73,DE737,14.6,82.0,43183122,0,0,7.1,7.39,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000326,499.0,341.0,399.0,326.0,344.0,309.0,354.0,294.0,337.0,231.0,493.0,429.0,Germany,2,0,0,10.42,9694,0,DEU,226.7,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.5,DE,DE7,DE73,DE734,12.2,52.7,42643126,0,0,6.8,7.11,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000060e,498.0,372.0,436.0,378.0,367.0,329.0,375.0,302.0,332.0,256.0,430.0,485.0,Germany,1,0,0,8.3,11248,0,DEU,87.9,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),0.7,DE,DE8,DE80,DE80O,6.2,52.3,44703374,0,0,6.1,6.41,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000616,490.0,366.0,430.0,375.0,363.0,328.0,371.0,299.0,329.0,252.0,423.0,480.0,Germany,1,0,0,13.7,11249,0,DEU,73.3,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),0.9,DE,DE8,DE80,DE80O,7.4,38.4,44703378,0,0,5.8,6.15,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000061c,484.0,365.0,434.0,375.0,374.0,332.0,380.0,304.0,335.0,245.0,426.0,481.0,Germany,0,0,0,35.2,10959,0,DEU,126.7,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.5,DE,DE8,DE80,DE80O,11.1,69.6,44423382,0,0,4.7,4.72,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000623,506.0,374.0,426.0,381.0,365.0,321.0,368.0,311.0,335.0,263.0,416.0,497.0,Germany,3,0,0,14.83,11770,0,DEU,143.9,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.5,DE,DE8,DE80,DE80J,11.1,29.7,45183394,0,0,7.1,7.34,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003b4,548.0,351.0,421.0,361.0,371.0,317.0,376.0,308.0,346.0,258.0,524.0,471.0,Germany,0,0,0,10.15,9937,0,DEU,246.2,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.6,DE,DE9,DE91,DE918,12.7,51.0,43023172,0,0,6.6,6.65,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003fb,512.0,307.0,387.0,340.0,347.0,288.0,348.0,276.0,308.0,217.0,487.0,443.0,Germany,4,0,0,26.9,9980,0,DEU,116.1,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.5,DE,DE9,DE91,DE918,10.9,61.5,43083194,0,0,6.9,7.06,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000443,506.0,305.0,397.0,347.0,349.0,294.0,356.0,268.0,305.0,209.0,476.0,446.0,Germany,3,0,0,21.5,10185,0,DEU,511.8,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),2.1,DE,DE9,DE91,DE91B,18.0,71.2,43383214,0,0,6.9,7.12,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004bf,496.0,311.0,398.0,349.0,353.0,296.0,363.0,260.0,306.0,208.0,464.0,455.0,Germany,1,0,0,53.3,10175,0,DEU,161.3,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),0.9,DE,DE9,DE91,DE91A,8.2,50.5,43363252,0,0,6.5,6.78,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004d0,487.0,309.0,401.0,343.0,348.0,295.0,363.0,258.0,303.0,202.0,454.0,453.0,Germany,0,0,0,10.75,10262,0,DEU,149.3,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),2.0,DE,DE9,DE91,DE914,28.1,87.5,43503258,0,0,5.8,6.21,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004f8,486.0,313.0,412.0,347.0,348.0,303.0,372.0,265.0,307.0,208.0,448.0,456.0,Germany,0,0,0,13.58,10479,0,DEU,254.8,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.8,DE,DE9,DE91,DE914,19.8,99.5,43803270,0,0,5.7,6.02,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004fc,487.0,313.0,409.0,345.0,358.0,303.0,365.0,260.0,304.0,206.0,454.0,459.0,Germany,0,0,0,4.91,10222,0,DEU,116.5,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.1,DE,DE9,DE91,DE914,12.3,66.8,43443270,0,0,4.9,5.52,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000530,484.0,315.0,409.0,347.0,356.0,304.0,372.0,265.0,306.0,210.0,447.0,459.0,Germany,0,0,0,9.19,10384,0,DEU,168.8,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.8,DE,DE9,DE91,DE914,22.7,83.1,43663282,0,0,5.2,5.74,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000455,537.0,336.0,409.0,351.0,358.0,296.0,360.0,282.0,320.0,234.0,505.0,479.0,Germany,0,21,10,10.66,9909,0,DEU,259.4,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.5,DE,DE9,DE92,DE923,11.8,73.1,42983220,16,63,6.6,6.81,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000498,551.0,364.0,433.0,350.0,368.0,308.0,372.0,285.0,337.0,248.0,518.0,509.0,Germany,12,0,0,24.2,9806,0,DEU,191.2,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.9,DE,DE9,DE92,DE928,15.4,33.0,42803238,0,0,7.1,7.36,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004fd,515.0,342.0,420.0,347.0,365.0,306.0,366.0,267.0,318.0,222.0,477.0,486.0,Germany,0,0,0,25.8,9981,0,DEU,163.1,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.9,DE,DE9,DE92,DE929,16.4,57.9,43083270,0,0,4.7,4.76,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000603,518.0,369.0,460.0,364.0,422.0,355.0,402.0,276.0,341.0,249.0,484.0,527.0,Germany,1,0,0,23.1,9605,0,DEU,171.1,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.5,DE,DE9,DE93,DE932,16.4,77.6,42503366,0,0,5.1,5.34,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000060b,496.0,378.0,456.0,363.0,397.0,338.0,382.0,271.0,320.0,251.0,455.0,508.0,Germany,1,0,0,16.24,9941,0,DEU,123.4,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.4,DE,DE9,DE93,DE939,14.0,65.8,43023370,0,0,5.8,6.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000060c,502.0,381.0,457.0,366.0,397.0,342.0,388.0,273.0,326.0,254.0,458.0,514.0,Germany,0,0,0,37.8,9971,0,DEU,237.2,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),2.0,DE,DE9,DE93,DE933,20.4,128.0,43063370,0,0,4.6,4.79,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000061b,488.0,364.0,449.0,355.0,404.0,339.0,384.0,265.0,316.0,238.0,446.0,502.0,Germany,1,0,0,27.9,9837,0,DEU,247.1,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.7,DE,DE9,DE93,DE939,19.3,98.9,42863378,0,0,5.1,5.39,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000460,509.0,353.0,424.0,312.0,349.0,309.0,357.0,267.0,334.0,224.0,494.0,491.0,Germany,0,0,0,41.5,9196,0,DEU,73.1,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),2.7,DE,DE9,DE94,DE94E,27.5,86.2,41863224,0,0,4.3,4.62,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004c5,520.0,352.0,434.0,315.0,358.0,307.0,357.0,265.0,333.0,219.0,499.0,513.0,Germany,0,0,0,23.6,9180,0,DEU,85.0,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),2.1,DE,DE9,DE94,DE94E,18.7,167.6,41823256,0,0,6.1,6.2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004e8,476.0,320.0,401.0,282.0,354.0,299.0,326.0,244.0,304.0,185.0,450.0,469.0,Germany,0,0,0,11.56,8916,0,DEU,69.0,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.3,DE,DE9,DE94,DE94B,17.8,145.8,41303268,0,0,4.6,4.96,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000574,500.0,331.0,429.0,303.0,383.0,316.0,349.0,249.0,320.0,197.0,463.0,496.0,Germany,2,0,0,80.2,9016,0,DEU,140.1,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.2,DE,DE9,DE94,DE949,11.9,104.5,41483304,0,0,6.1,6.23,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000580,521.0,344.0,445.0,318.0,378.0,314.0,361.0,251.0,329.0,210.0,491.0,528.0,Germany,1,0,0,5.66,9135,0,DEU,79.8,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.4,DE,DE9,DE94,DE948,17.5,132.0,41743306,0,0,5.5,5.93,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000627,749.0,560.0,648.0,503.0,607.0,519.0,562.0,433.0,563.0,450.0,738.0,772.0,Germany,0,0,0,23.2,9011,0,DEU,128.9,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.9,DE,DE9,DE94,DE947,15.7,53.0,41463396,0,0,5.6,5.9,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000249,419.0,297.0,349.0,274.0,308.0,274.0,320.0,257.0,306.0,179.0,436.0,387.0,Germany,1,0,0,56.9,8834,0,DEU,179.5,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),2.5,DE,DEA,DEA2,DEA2C,23.9,68.5,41163064,0,0,4.4,4.57,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000024b,471.0,351.0,389.0,307.0,348.0,307.0,355.0,291.0,352.0,224.0,490.0,456.0,Germany,63,0,0,46.2,8689,0,DEU,659.3,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),2.6,DE,DEA,DEA2,DEA26,28.5,171.5,40783066,0,0,7.4,7.71,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000287,452.0,328.0,373.0,286.0,329.0,295.0,341.0,271.0,327.0,195.0,467.0,439.0,Germany,0,0,0,17.19,8678,0,DEU,162.5,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.4,DE,DEA,DEA2,DEA26,13.4,50.2,40743090,0,0,6.1,6.24,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002e3,468.0,341.0,388.0,294.0,345.0,313.0,343.0,279.0,337.0,204.0,480.0,470.0,Germany,0,0,0,26.7,8552,0,DEU,107.0,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),2.4,DE,DEA,DEA2,DEA29,20.0,24.0,40463116,0,0,5.8,5.94,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ea,481.0,350.0,396.0,304.0,355.0,323.0,353.0,289.0,346.0,213.0,490.0,480.0,Germany,0,0,0,11.91,8590,0,DEU,138.4,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.4,DE,DEA,DEA2,DEA29,16.2,69.8,40543118,0,0,6.7,6.88,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000432,501.0,356.0,416.0,303.0,359.0,315.0,344.0,267.0,328.0,218.0,484.0,487.0,Germany,1,0,0,41.0,8837,0,DEU,209.5,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),2.2,DE,DEA,DEA3,DEA34,21.2,84.8,41163214,0,0,6.0,6.29,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000041f,501.0,321.0,389.0,314.0,339.0,286.0,343.0,269.0,313.0,217.0,479.0,449.0,Germany,1,0,0,20.8,9717,0,DEU,83.7,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.7,DE,DEA,DEA4,DEA45,13.6,27.4,42683204,0,0,5.5,5.84,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000046f,517.0,344.0,417.0,320.0,350.0,300.0,358.0,274.0,331.0,231.0,498.0,486.0,Germany,0,0,0,27.6,9589,0,DEU,134.9,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.4,DE,DEA,DEA4,DEA45,10.3,25.4,42483226,0,0,5.4,5.72,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000049c,510.0,345.0,422.0,314.0,351.0,303.0,360.0,266.0,331.0,225.0,490.0,493.0,Germany,0,0,0,24.2,9418,0,DEU,255.2,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.4,DE,DEA,DEA4,DEA46,10.9,65.1,42223242,0,0,5.7,5.9,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000385,519.0,384.0,435.0,331.0,363.0,328.0,373.0,306.0,361.0,258.0,515.0,476.0,Germany,7,0,0,35.8,9312,0,DEU,700.7,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),3.5,DE,DEA,DEA5,DEA5B,27.1,132.0,42043156,0,0,6.9,7.1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000038e,493.0,357.0,413.0,313.0,346.0,309.0,357.0,285.0,339.0,232.0,489.0,451.0,Germany,1,34,20,12.45,9323,0,DEU,116.9,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.8,DE,DEA,DEA5,DEA5B,16.9,36.7,42063160,10,57,5.8,6.14,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003af,464.0,324.0,387.0,291.0,321.0,287.0,336.0,262.0,316.0,202.0,460.0,431.0,Germany,1,0,0,18.29,9246,0,DEU,354.4,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.4,DE,DEA,DEA5,DEA5B,10.5,43.6,41943172,0,0,6.1,6.51,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000203,498.0,387.0,411.0,329.0,374.0,321.0,375.0,313.0,386.0,254.0,521.0,491.0,Germany,0,0,0,29.9,8599,0,DEU,91.5,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),2.3,DE,DEB,DEB2,DEB23,16.3,50.9,40563018,0,0,5.5,5.79,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000128,375.0,253.0,323.0,258.0,257.0,243.0,271.0,216.0,267.0,143.0,359.0,301.0,Germany,155,0,0,23.2,9150,0,DEU,179.8,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.5,DE,DEB,DEB3,DEB3H,9.3,85.7,41782888,0,0,7.5,7.9,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000191,417.0,283.0,351.0,279.0,292.0,270.0,307.0,246.0,300.0,176.0,410.0,360.0,Germany,0,0,0,28.2,9066,0,DEU,200.4,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.8,DE,DEB,DEB3,DEB3D,13.8,23.5,41602942,0,0,4.9,5.22,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001a2,364.0,235.0,316.0,254.0,257.0,244.0,277.0,217.0,262.0,134.0,370.0,298.0,Germany,207,0,0,21.3,9252,0,DEU,377.2,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.4,DE,DEB,DEB3,DEB3B,12.5,28.4,41962952,0,0,7.5,7.96,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001a5,383.0,254.0,333.0,266.0,271.0,257.0,291.0,231.0,279.0,152.0,390.0,320.0,Germany,78,0,0,24.2,9219,0,DEU,373.0,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.7,DE,DEB,DEB3,DEB3B,15.0,39.5,41902954,0,0,7.5,7.87,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001c0,379.0,248.0,330.0,264.0,268.0,255.0,291.0,229.0,276.0,147.0,389.0,316.0,Germany,16,0,0,32.0,9287,0,DEU,467.9,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.9,DE,DEB,DEB3,DEB3J,15.7,29.6,42002968,0,0,7.5,7.75,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001df,380.0,248.0,329.0,262.0,271.0,259.0,293.0,233.0,276.0,147.0,394.0,321.0,Germany,1,0,0,21.1,9254,0,DEU,554.3,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.6,DE,DEB,DEB3,DEB35,14.3,54.1,41962982,0,0,7.3,7.64,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000252,491.0,305.0,407.0,336.0,323.0,311.0,345.0,265.0,300.0,217.0,460.0,402.0,Germany,1,0,0,9.32,11488,0,DEU,123.8,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.9,DE,DED,DED4,DED45,17.2,44.1,44923066,0,0,6.5,6.83,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002f0,480.0,293.0,390.0,324.0,312.0,296.0,342.0,251.0,287.0,189.0,441.0,383.0,Germany,70,0,0,19.52,11017,0,DEU,333.3,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.5,DE,DEE,DEE0,DEE08,15.9,59.4,44483114,0,0,7.4,7.71,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002fa,490.0,297.0,396.0,330.0,319.0,300.0,348.0,256.0,294.0,195.0,449.0,387.0,Germany,7,0,0,40.9,10918,0,DEU,386.9,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),2.1,DE,DEE,DEE0,DEE08,17.7,68.8,44383116,0,0,7.1,7.25,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000300,487.0,299.0,396.0,326.0,318.0,299.0,344.0,256.0,290.0,194.0,446.0,393.0,Germany,6,0,0,19.45,11115,0,DEU,179.0,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),1.6,DE,DEE,DEE0,DEE08,14.6,29.7,44583118,0,0,7.3,7.59,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000316,518.0,318.0,415.0,348.0,334.0,312.0,364.0,269.0,314.0,214.0,474.0,410.0,Germany,1,0,0,57.8,10774,0,DEU,202.3,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),2.2,DE,DEE,DEE0,DEE08,17.3,58.1,44223124,0,0,5.5,5.45,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000340,503.0,314.0,410.0,338.0,327.0,305.0,356.0,262.0,300.0,202.0,461.0,410.0,Germany,4,0,0,18.41,10957,0,DEU,193.4,B13,Cropland,Barley,U111,Agriculture (excluding fallow land and kitchen gardens),2.0,DE,DEE,DEE0,DEE0B,19.3,17.8,44423134,0,0,7.3,7.71,"{""type"":""MultiPoint"",""coordinates"":[]}"
