OID_,Point_ID,long,lat,Clay,Sand,Silt,pH_CaCl2,pH_H20,EC,OC,CaCO3,P,N,K,LC,LU,NUTS_0,NUTS_1,NUTS_2,NUTS_3,LC0_Desc,LC1_Desc,LU1_Desc
20903,55262350,24.88980557,43.17756741,0,0,0,6.9,7.14,16.78,35.8,4,6,3.5,318.7,E10,U111,BG,BG3,BG31,BG315,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
20904,55262470,25.16929529,44.23556699,0,0,0,5.5,5.84,18.5,24.6,0,18.2,2.6,286.8,E20,U111,RO,RO3,RO31,RO317,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
20905,55262494,25.2268466,44.44692267,0,0,0,5.2,5.51,13.15,15.8,0,21.2,1.6,233.4,B31,U111,RO,RO3,RO31,RO311,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens)
20906,55262628,25.55884579,45.62550081,0,0,0,4,4.37,9.28,9.7,0,0,0.8,25.1,C33,U120,RO,RO1,RO12,RO122,Woodland,Other mixed woodland,Forestry
20907,55262674,25.67715448,46.02950472,25,11,64,6.9,7.09,70.8,49.6,17,24.7,5.7,122.6,E20,U111,RO,RO1,RO12,RO123,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
20908,55262704,25.75555618,46.29282505,24,20,57,4.3,4.61,33.1,53.1,0,7.7,4,205.1,C31,U120,RO,RO1,RO12,RO124,Woodland,Spruce dominated mixed woodland,Forestry
20909,55262714,25.78191198,46.38057031,0,0,0,7.4,7.49,98.6,354.7,71,58.2,31.8,103.4,E20,U111,RO,RO1,RO12,RO124,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
20910,55262776,25.94784457,46.9242761,22,15,63,4.7,4.95,22.8,39.6,0,6.8,3.4,104.1,C21,U120,RO,RO2,RO21,RO214,Woodland,Spruce dominated coniferous woodland,Forestry
20911,55281818,23.82054944,38.45882106,0,0,0,7.3,7.65,17,13.9,6,0,1.3,293.2,D20,U420,EL,EL6,EL64,EL642,Shrubland,Shrubland without tree cover,Semi-natural and natural areas not in use
20912,55282244,24.67768368,42.23779822,0,0,0,5,5.4,4.93,7,0,28.3,0.9,97.5,B31,U111,BG,BG4,BG42,BG421,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens)
20913,55282384,24.99191152,43.47395437,0,0,0,7.7,8.1,18.63,17.2,63,13,2.2,238.8,B16,U111,BG,BG3,BG31,BG314,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
20914,55282406,25.04291194,43.66795364,0,0,0,7.6,7.99,18.58,9.6,18,13.9,1.3,167.8,B32,U111,BG,BG3,BG31,BG314,Cropland,Rape and turnip rape,Agriculture (excluding fallow land and kitchen gardens)
20915,55282448,25.14154588,44.03812533,0,0,0,6,6.23,20.5,14.8,1,77,1.7,437.1,E20,U111,RO,RO3,RO31,RO317,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
20916,55282604,25.5231033,45.41086603,29,9,62,4.5,4.97,5.85,11.3,0,0,1.4,87.2,C21,U120,RO,RO3,RO31,RO316,Woodland,Spruce dominated coniferous woodland,Forestry
20917,55282652,25.64555455,45.83255717,0,0,0,4,4.37,16.86,10.4,0,5.7,1,134,C10,U120,RO,RO1,RO12,RO123,Woodland,Broadleaved woodland,Forestry
20918,55282736,25.86588564,46.56973449,13,33,53,4.4,4.63,19.28,20.4,0,0,1.9,26.2,E20,U111,RO,RO1,RO12,RO124,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
20919,55282770,25.95732523,46.86783232,0,0,0,7.2,7.5,14.85,20.5,2,5.2,2,100.7,C21,U120,RO,RO2,RO21,RO214,Woodland,Spruce dominated coniferous woodland,Forestry
20920,55282780,25.98447316,46.955477,0,0,0,4.3,4.77,3.76,15.2,0,0,1.7,111.8,C21,U120,RO,RO2,RO21,RO214,Woodland,Spruce dominated coniferous woodland,Forestry
20921,55282862,26.21155088,47.6736279,0,0,0,7.1,7.45,25.5,12.4,8,39.1,1.5,151.8,E20,U111,RO,RO2,RO21,RO215,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
20922,55282906,26.33676954,48.05858219,0,0,0,5.8,6.08,24.8,12.7,0,31.7,1.6,355.2,B22,U111,RO,RO2,RO21,RO212,Cropland,Sugar beet,Agriculture (excluding fallow land and kitchen gardens)
20923,55302182,24.56760695,41.68599011,10,66,25,4.4,4.64,18.67,15.4,1,0,1.4,70.8,C33,U120,BG,BG4,BG42,BG424,Woodland,Other mixed woodland,Forestry
20924,55302246,24.70586794,42.25196971,0,0,0,4.3,4.74,8.82,8.3,0,27.7,0.9,93.9,B11,U111,BG,BG4,BG42,BG421,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
20925,55302354,24.947271,43.20572555,0,0,0,5.9,6.07,10.88,14.5,1,35.2,1.6,203.4,B11,U111,BG,BG3,BG31,BG315,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
20926,55302512,25.31986711,44.59804117,0,0,0,4.5,4.93,12.58,13.5,0,20.2,1.5,155.1,B16,U111,RO,RO3,RO31,RO313,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
20927,55302530,25.36385806,44.75643494,0,0,0,6.3,6.76,7.51,10.9,0,0,1.1,139.9,D10,U111,RO,RO3,RO31,RO313,Shrubland,Shrubland with sparse tree cover,Agriculture (excluding fallow land and kitchen gardens)
20928,55302552,25.41806956,44.9499651,0,0,0,6.7,6.89,19.58,10.4,3,12,1.5,105,B16,U111,RO,RO3,RO31,RO313,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
20929,55302614,25.5735314,45.49500033,36,12,51,6.1,6.48,10.99,11.1,1,0,1.4,60.7,C21,U120,RO,RO1,RO12,RO122,Woodland,Spruce dominated coniferous woodland,Forestry
20930,55302710,25.82233891,46.33785411,0,0,0,5,5.3,27.6,19,0,18.5,2,86.1,E20,U111,RO,RO1,RO12,RO124,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
20931,55302828,26.14238307,47.37207345,0,0,0,5.7,5.97,29.1,22.2,0,6.5,2.6,180.6,C31,U120,RO,RO2,RO21,RO215,Woodland,Spruce dominated mixed woodland,Forestry
20932,55321790,23.8137722,38.20296614,0,0,0,7.2,7.45,18.75,60.7,10,8,4,470.8,C22,U120,EL,EL3,EL30,EL305,Woodland,Pine dominated coniferous woodland,Forestry
20933,55322126,24.4728645,41.18682818,38,10,53,6.7,6.93,7.79,40.8,11,8.1,4.1,280.1,C10,U120,EL,EL5,EL51,EL514,Woodland,Broadleaved woodland,Forestry
20934,55322204,24.63841967,41.87712399,18,44,38,7.1,7.49,13.85,22.3,205,32.4,2.3,261.5,E20,U111,BG,BG4,BG42,BG424,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
20935,55322388,25.04974608,43.50203651,0,0,0,7.8,8.03,14.27,14.6,97,11.8,1.5,138.6,B82,U111,BG,BG3,BG31,BG314,Cropland,Vineyards,Agriculture (excluding fallow land and kitchen gardens)
20936,55322464,25.22869743,44.1717841,0,0,0,5.3,5.75,10.04,28.5,0,10.5,2.8,213.9,D10,U410,RO,RO3,RO31,RO317,Shrubland,Shrubland with sparse tree cover,Abandoned areas
20937,55322492,25.29603336,44.41832637,0,0,0,4.9,5.33,10.03,10.8,0,6.5,1.2,181.7,B12,U111,RO,RO3,RO31,RO317,Cropland,Durum wheat,Agriculture (excluding fallow land and kitchen gardens)
20938,55322856,26.24681542,47.61326242,0,0,0,5.9,6.2,13.7,19.4,1,25.8,2.1,155.5,B16,U111,RO,RO2,RO21,RO215,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
20939,55342278,24.82415753,42.52766763,0,0,0,4.2,4.45,16.22,5.7,1,23.2,0.8,58.8,B52,U111,BG,BG4,BG42,BG421,Cropland,Lucerne,Agriculture (excluding fallow land and kitchen gardens)
20940,55342340,24.9636476,43.07503788,0,0,0,5.3,5.55,28.5,22.5,0,7.6,2.7,216.3,E10,U112,BG,BG3,BG32,BG322,Grassland,Grassland with sparse tree/shrub cover,Fallow land
20941,55342404,25.1113134,43.63948771,0,0,0,7.8,8.17,14.19,16.9,1,25.6,1.8,164.1,B82,U111,BG,BG3,BG31,BG314,Cropland,Vineyards,Agriculture (excluding fallow land and kitchen gardens)
20942,55342448,25.21506827,44.02720791,0,0,0,5.2,5.83,13.55,8.1,0,17.6,1,87.7,E20,U111,RO,RO3,RO31,RO317,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
20943,55342520,25.38890961,44.66106499,0,0,0,7.2,7.63,12.44,12.5,5,6.4,1.4,86,E10,U111,RO,RO3,RO31,RO313,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
20944,55342614,25.62376141,45.48749286,0,0,0,4,4.19,20.3,17.2,0,0,1.6,53.8,C21,U120,RO,RO1,RO12,RO122,Woodland,Spruce dominated coniferous woodland,Forestry
20945,55342884,26.35243639,47.85428961,0,0,0,4.6,5.02,22.1,19.1,0,10.6,1.8,41.3,C10,U120,RO,RO2,RO21,RO212,Woodland,Broadleaved woodland,Forestry
20946,55342908,26.42139884,48.0641669,0,0,0,7.4,7.63,21.3,22.9,12,7.3,2.7,351.9,B16,U111,RO,RO2,RO21,RO212,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
20947,55362112,24.49043645,41.05594823,0,0,0,6.7,6.68,27.3,70.4,33,7.8,5.7,268.5,C10,U120,EL,EL5,EL51,EL515,Woodland,Broadleaved woodland,Forestry
20948,55362162,24.59572443,41.49859188,11,58,32,4.6,5.07,7.65,15.4,0,0,1.3,92.9,C32,U120,BG,BG4,BG42,BG424,Woodland,Pine dominated mixed woodland,Forestry
20949,55362180,24.63413291,41.6578542,11,52,37,5.2,5.53,22.5,16.7,0,20.8,2,372,E20,U111,BG,BG4,BG42,BG424,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
20950,55362256,24.79932417,42.32977615,0,0,0,4.4,4.75,12.41,6.1,0,24.6,0.9,47,F40,U111,BG,BG4,BG42,BG421,Bareland,Other bare soil,Agriculture (excluding fallow land and kitchen gardens)
20951,55362346,25.00147679,43.12439426,0,0,0,5.3,5.68,11.34,15.5,1,30.1,1.7,238.8,B31,U111,BG,BG3,BG32,BG322,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens)
20952,55362364,25.04278572,43.28317823,0,0,0,6.2,6.45,14.68,18.6,1,6.2,2.4,166.9,B31,U111,BG,BG3,BG31,BG315,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens)
20953,55362432,25.20157019,43.88261032,0,0,0,5.7,6.06,10.53,20.9,0,10.7,1.9,300.8,B11,U111,RO,RO3,RO31,RO317,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
20954,55362714,25.90942268,46.36146097,39,9,52,4.9,5.3,5.38,21.5,1,0,2.5,136,C21,U120,RO,RO1,RO12,RO124,Woodland,Spruce dominated coniferous woodland,Forestry
20955,55362724,25.93608737,46.44915575,32,12,56,5.3,5.69,10.16,25.7,1,0,2.8,61,E10,U111,RO,RO1,RO12,RO124,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
20956,55381768,23.84053695,37.99720992,0,0,0,7.4,7.86,22.6,31.4,399,17.1,2.1,172.8,C23,U420,EL,EL3,EL30,EL305,Woodland,Other coniferous woodland,Semi-natural and natural areas not in use
20957,55382214,24.7311271,41.95504344,13,48,39,4.7,5.2,8.72,26.8,0,0,1.8,90,C32,U120,BG,BG4,BG42,BG421,Woodland,Pine dominated mixed woodland,Forestry
20958,55382340,25.01189622,43.06786833,0,0,0,7,7.13,17.23,21.8,6,35.3,2.8,274.2,B11,U111,BG,BG3,BG32,BG322,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
20959,55382484,25.35060799,44.33687403,0,0,0,5,5.46,18.98,19.3,0,63.8,1.9,401.5,B16,U111,RO,RO3,RO31,RO317,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
20960,55382524,25.44826739,44.68884979,0,0,0,5.2,5.51,12.74,10.7,0,6.5,1.5,149.5,E30,U112,RO,RO3,RO31,RO313,Grassland,Spontaneously re-vegetated surfaces,Fallow land
20961,55382538,25.48282891,44.81198742,0,0,0,4.6,5.11,7.5,12,0,0,1.3,66.4,E20,U111,RO,RO3,RO31,RO313,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
20962,55382632,25.72014305,45.63804548,0,0,0,4.6,4.9,14.86,10.4,0,24.5,1.4,86.8,E20,U111,RO,RO1,RO12,RO122,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
20963,55382664,25.80307593,45.91896951,0,0,0,5.1,5.5,16.82,18.6,0,28.1,2.1,148.6,B16,U111,RO,RO1,RO12,RO123,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
20964,55382700,25.897719,46.23483452,0,0,0,7.4,7.65,54.3,40.8,55,15.3,5.1,142.7,E20,U111,RO,RO1,RO12,RO124,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
20965,55382736,25.99381379,46.55051451,32,14,53,4.7,5.09,14.03,25.6,0,0,2.8,69.3,E20,U111,RO,RO1,RO12,RO124,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
20966,55382830,26.25180001,47.37391541,0,0,0,5.9,5.94,9.66,17.5,0,10.7,2,61.2,E20,U111,RO,RO2,RO21,RO215,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
20967,55382836,26.26862394,47.42642984,0,0,0,4.2,4.59,14.85,21.6,0,6.9,2.2,54.8,E20,U111,RO,RO2,RO21,RO215,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
20968,55382862,26.34203485,47.65393245,0,0,0,6.2,6.42,53.8,23.9,1,70.5,2.8,1062.2,B16,U111,RO,RO2,RO21,RO215,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
20969,55401766,23.85922141,37.97612143,0,0,0,7.8,8.16,21.3,7.8,271,7.1,0.8,154.8,E30,U111,EL,EL3,EL30,EL305,Grassland,Spontaneously re-vegetated surfaces,Agriculture (excluding fallow land and kitchen gardens)
20970,55401780,23.88497359,38.10081255,0,0,0,7.4,7.63,51.2,22.3,530,21.2,2.2,197.5,C22,U370,EL,EL3,EL30,EL305,Woodland,Pine dominated coniferous woodland,Residential
20971,55402158,24.63426675,41.45623204,0,0,0,5.6,5.77,27.7,21.7,1,4.2,2,81.5,C32,U120,BG,BG4,BG42,BG424,Woodland,Pine dominated mixed woodland,Forestry
20972,55402176,24.67273073,41.61548389,19,41,41,4.1,4.42,14.39,34.3,0,45,3.2,132.6,E10,U361,BG,BG4,BG42,BG424,Grassland,Grassland with sparse tree/shrub cover,"Amenities, museum, leisure (e.g. parks, botanical gardens)"
20973,55402180,24.68131506,41.65086676,14,41,45,4.4,4.55,47,38.6,0,13.1,3.5,89.1,C31,U120,BG,BG4,BG42,BG424,Woodland,Spruce dominated mixed woodland,Forestry
20974,55402194,24.7114662,41.7746884,12,48,40,4,4.26,40.1,63,0,14.9,4,94.2,C31,U120,BG,BG4,BG42,BG424,Woodland,Spruce dominated mixed woodland,Forestry
20975,55402270,24.87806902,42.4463653,0,0,0,5.3,5.59,12.85,6.3,1,6.4,0.8,69.7,C10,U420,BG,BG4,BG42,BG421,Woodland,Broadleaved woodland,Semi-natural and natural areas not in use
20976,55402328,25.00862616,42.95839785,0,0,0,7.4,7.61,22.6,24.4,20,44.6,3,397,D10,U420,BG,BG3,BG32,BG322,Shrubland,Shrubland with sparse tree cover,Semi-natural and natural areas not in use
20977,55402464,25.32692762,44.15712777,0,0,0,4.9,5.44,8.12,14.5,0,14,1.5,165.8,B31,U111,RO,RO3,RO31,RO317,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens)
20978,55402630,25.7401614,45.61669709,0,0,0,6.2,6.26,36.7,16.6,2,21.7,2.1,90,E20,U111,RO,RO1,RO12,RO122,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
20979,55402644,25.77633074,45.7396134,0,0,0,7.3,7.59,37,69.2,164,11.4,7.6,97.5,E20,U111,RO,RO1,RO12,RO122,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
20980,55402648,25.78670384,45.77472721,38,15,47,5.7,5.98,31.6,32.3,1,16.7,3.6,212.5,B16,U111,RO,RO1,RO12,RO123,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
20981,55402900,26.47707631,47.98227313,0,0,0,5.2,5.66,12.9,20.2,0,14.4,2,200.8,B33,U111,RO,RO2,RO21,RO212,Cropland,Soya,Agriculture (excluding fallow land and kitchen gardens)
20982,55422114,24.56474822,41.06328601,23,25,51,6.5,6.65,38.7,46.7,1,12.1,3.8,248.5,C10,U120,EL,EL5,EL51,EL515,Woodland,Broadleaved woodland,Forestry
20983,55422348,25.07849522,43.13124427,0,0,0,5.9,6.22,7.25,18.4,1,14.4,2,197.9,B31,U111,BG,BG3,BG32,BG322,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens)
20984,55422448,25.31305928,44.01257027,0,0,0,4.7,5.05,23.6,19.6,1,32,1.8,172.5,B16,U111,RO,RO3,RO31,RO317,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
20985,55422694,25.93266373,46.17453412,0,0,0,4.4,4.82,17.25,11.7,0,9,1.3,159.6,C33,U120,RO,RO1,RO12,RO124,Woodland,Other mixed woodland,Forestry
20986,55422852,26.36578743,47.55853693,0,0,0,5.3,5.66,19.92,18.2,0,24.1,2,117.3,E20,U111,RO,RO2,RO21,RO215,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
20987,55422898,26.49752932,47.96079676,0,0,0,7.3,7.77,37.3,32.2,22,167.6,3.4,1976.6,B16,U111,RO,RO2,RO21,RO212,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
20988,55422916,26.54980457,48.11811901,0,0,0,5.8,6.17,22.9,17.2,0,10.5,2,169.7,B52,U111,RO,RO2,RO21,RO212,Cropland,Lucerne,Agriculture (excluding fallow land and kitchen gardens)
20989,55441760,23.89288587,37.91611816,0,0,0,7.5,7.81,16.63,16.6,21,5.7,1.6,473,B81,U111,EL,EL3,EL30,EL305,Cropland,Olive groves,Agriculture (excluding fallow land and kitchen gardens)
20990,55442174,24.7155777,41.59078897,0,0,0,5,5.45,16.3,17.3,0,11.7,1.8,321.2,E10,U111,BG,BG4,BG42,BG424,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
20991,55442260,24.90355648,42.35092956,0,0,0,5.1,5.39,11.98,13.2,0,34.1,1.4,247.4,E30,U111,BG,BG4,BG42,BG421,Grassland,Spontaneously re-vegetated surfaces,Agriculture (excluding fallow land and kitchen gardens)
20992,55442506,25.47822731,44.51936946,0,0,0,6.1,6.28,12.74,14.5,1,14.9,1.6,183.3,E30,U112,RO,RO3,RO31,RO313,Grassland,Spontaneously re-vegetated surfaces,Fallow land
20993,55442552,25.59219986,44.9238843,0,0,0,6.1,6.36,20.2,17.7,0,8.2,2.3,315.2,B11,U111,RO,RO3,RO31,RO313,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
20994,55442614,25.74928254,45.46862007,38,4,58,4.3,4.72,8.66,30.9,0,5.6,3.2,76.6,C10,U120,RO,RO1,RO12,RO122,Woodland,Broadleaved woodland,Forestry
20995,55442642,25.82156231,45.71444917,0,0,0,7.5,7.81,34.2,17.5,38,13.4,2.4,170.2,E20,U111,RO,RO1,RO12,RO122,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
20996,55442810,26.27364063,47.18705849,0,0,0,4.7,5.21,14.09,28.6,0,13.1,3,272.5,E10,U111,RO,RO2,RO21,RO214,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
20997,55442822,26.30718914,47.29208918,0,0,0,4.8,5.36,4.07,16.4,0,6.5,1.8,53.3,E20,U111,RO,RO2,RO21,RO214,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
20998,55442920,26.58779913,48.14905711,0,0,0,6.4,6.7,11.8,38.2,0,7.4,3.6,283.4,E20,U111,RO,RO2,RO21,RO212,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
20999,55461754,23.90419194,37.85938789,0,0,0,7.5,7.79,17.5,27.2,107,9.9,2.8,368.6,D10,U420,EL,EL3,EL30,EL305,Shrubland,Shrubland with sparse tree cover,Semi-natural and natural areas not in use
21000,55462100,24.58213794,40.93238,9,57,35,7.3,8.07,36.8,7.5,3,22.1,1,81,B16,U111,EL,EL5,EL51,EL515,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
21001,55462132,24.64947778,41.21567882,8,59,32,6.4,6.55,25.7,15.7,0,10.4,1.5,388.4,C10,U120,EL,EL5,EL51,EL512,Woodland,Broadleaved woodland,Forestry
21002,55462186,24.76503021,41.6934033,13,43,44,4.3,5,7.51,55.6,0,19.5,5,179.3,C21,U120,BG,BG4,BG42,BG424,Woodland,Spruce dominated coniferous woodland,Forestry
21003,55462240,24.88304929,42.17070007,0,0,0,5.1,5.36,13.22,13.6,0,7,1.5,126.3,B13,U111,BG,BG4,BG42,BG421,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
21004,55462330,25.08542561,42.96525018,0,0,0,5.9,6.1,11.71,13.5,0,4,1.9,204.8,C10,U420,BG,BG3,BG32,BG322,Woodland,Broadleaved woodland,Semi-natural and natural areas not in use
21005,55462394,25.23382027,43.52954922,0,0,0,7.6,7.91,12.99,17,25,4.9,1.7,143.4,B16,U111,BG,BG3,BG32,BG321,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
21006,55462412,25.27624883,43.68815175,0,0,0,7.5,7.97,17.02,17.6,26,13.9,2.1,200.5,B16,U111,RO,RO3,RO31,RO317,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
21007,55462420,25.29520519,43.75862677,0,0,0,7.5,7.81,24.5,19.6,11,12.6,1.9,304.3,B11,U111,RO,RO3,RO31,RO317,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
21008,55462528,25.55724278,44.70913791,0,0,0,7.4,7.69,21.9,22.7,3,25.2,2.5,384.1,B11,U111,RO,RO3,RO31,RO313,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
21009,55462610,25.76410552,45.42970287,29,27,44,4.3,4.76,5.31,16.6,1,0,1.7,65.4,C31,U120,RO,RO3,RO31,RO316,Woodland,Spruce dominated mixed woodland,Forestry
21010,55462646,25.85717358,45.74574339,20,19,60,5.5,5.73,39.7,14.4,0,15.9,2,137.2,B23,U111,RO,RO1,RO12,RO123,Cropland,Other root crops,Agriculture (excluding fallow land and kitchen gardens)
21011,55462708,26.02078929,46.28959862,18,26,56,4.2,4.52,11.75,21.6,1,4.5,2.4,69.4,E10,U120,RO,RO1,RO12,RO124,Grassland,Grassland with sparse tree/shrub cover,Forestry
21012,55462816,26.31627946,47.23563575,0,0,0,3.9,4.51,5.46,24,0,23.9,1.6,132.9,C10,U120,RO,RO2,RO21,RO214,Woodland,Broadleaved woodland,Forestry
21013,55481792,23.99682402,38.19447148,0,0,0,7.5,7.8,19.2,45.7,81,4.7,2.6,347.8,C22,U420,EL,EL3,EL30,EL305,Woodland,Pine dominated coniferous woodland,Semi-natural and natural areas not in use
21014,55482170,24.75408678,41.54838718,0,0,0,4.4,4.65,24.5,17.8,0,4.7,1,70.7,C33,U120,BG,BG4,BG42,BG424,Woodland,Other mixed woodland,Forestry
21015,55482182,24.77997389,41.65451111,13,47,40,4.7,5.33,5.76,20.1,0,22.2,2,48.2,E20,U111,BG,BG4,BG42,BG424,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
21016,55482336,25.12327292,43.01456483,0,0,0,6.1,6.44,14.86,16,0,7.8,1.9,338.1,F40,U111,BG,BG3,BG32,BG322,Bareland,Other bare soil,Agriculture (excluding fallow land and kitchen gardens)
21017,55482404,25.28168419,43.61401069,0,0,0,7.8,8,33,13.8,112,43.6,1.9,276,B33,U111,BG,BG3,BG32,BG321,Cropland,Soya,Agriculture (excluding fallow land and kitchen gardens)
21018,55482542,25.61689058,44.82848114,0,0,0,5.9,6.29,7.46,9.5,0,41.3,1.2,190.2,B11,U111,RO,RO3,RO31,RO313,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
21019,55482840,26.40980386,47.44167157,0,0,0,7.4,7.69,19.58,12.2,12,0,1.6,90.5,E10,U111,RO,RO2,RO21,RO215,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
21020,55482866,26.48387906,47.66905806,0,0,0,6.9,7.08,7.99,14.1,0,0,1.8,101.6,E20,U111,RO,RO2,RO21,RO215,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
21021,55482908,26.60532213,48.03616592,0,0,0,6.5,6.9,11.95,37.3,0,6.8,3.6,203.8,E20,U111,RO,RO2,RO21,RO212,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
21022,55502104,24.63718624,40.96084597,0,0,0,6.3,6.4,8.05,3.5,0,21.1,0.5,46.3,B33,U111,EL,EL5,EL51,EL515,Cropland,Soya,Agriculture (excluding fallow land and kitchen gardens)
