system:index,20150101,20150201,20150301,20150401,20150501,20150601,20150701,20150801,20150901,20151001,20151101,20151201,COUNTRY,CaCO3,Clay,Coarse,EC,FID_LUCAS_,FID_gadm40,ID_0,K,LC,LC0_Desc,LC1_Desc,LU,LU1_Desc,N,NUTS_0,NUTS_1,NUTS_2,NUTS_3,OC,P,Point_ID,Sand,Silt,pH_CaCl2,pH_H20,.geo
00000000000000000168,-6.0,-25.0,5.0,32.0,84.0,120.0,151.0,147.0,77.0,46.0,41.0,34.0,Germany,1,0,0,9.86,9907,0,DEU,244.6,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),1.4,DE,DE1,DE11,DE119,11.2,42.0,42982918,0,0,6.6,6.62,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000017a,-7.0,-26.0,3.0,30.0,81.0,116.0,148.0,146.0,75.0,43.0,37.0,31.0,Germany,79,0,0,15.43,9874,0,DEU,440.7,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),2.6,DE,DE1,DE11,DE11B,24.6,26.3,42922926,0,0,7.5,7.75,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000017b,-10.0,-28.0,4.0,30.0,82.0,115.0,145.0,143.0,77.0,43.0,38.0,31.0,Germany,3,0,0,24.2,10064,0,DEU,482.7,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),2.2,DE,DE1,DE11,DE11B,18.0,67.9,43202926,0,0,6.8,6.95,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000019d,-9.0,-27.0,3.0,29.0,78.0,113.0,145.0,143.0,75.0,42.0,38.0,32.0,Germany,169,0,0,21.9,9861,0,DEU,412.4,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),2.2,DE,DE1,DE11,DE11B,23.2,24.5,42902946,0,0,7.5,7.8,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bc,-20.0,-37.0,-1.0,29.0,80.0,117.0,149.0,141.0,75.0,42.0,30.0,22.0,Germany,8,0,0,20.3,9458,0,DEU,136.6,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),2.6,DE,DE1,DE12,DE12C,22.7,19.0,42282820,0,0,7.3,7.64,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000010c,1.0,-16.0,15.0,42.0,90.0,127.0,155.0,150.0,84.0,54.0,45.0,39.0,Germany,2,0,0,12.39,9369,0,DEU,221.7,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),1.4,DE,DE1,DE12,DE123,11.2,42.7,42142870,0,0,6.2,6.75,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000091,-31.0,-47.0,-12.0,19.0,67.0,105.0,137.0,130.0,65.0,36.0,22.0,12.0,Germany,116,0,0,34.3,9357,0,DEU,633.7,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),2.7,DE,DE1,DE13,DE135,38.8,60.9,42122800,0,0,7.3,7.63,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000034,-21.0,-30.0,7.0,37.0,85.0,123.0,155.0,146.0,82.0,50.0,33.0,19.0,Germany,0,0,0,14.07,9663,0,DEU,100.3,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),1.4,DE,DE1,DE14,DE147,10.0,39.1,42602746,0,0,4.9,5.24,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006c,-27.0,-41.0,-2.0,27.0,80.0,116.0,148.0,140.0,71.0,42.0,24.0,14.0,Germany,0,0,0,18.24,9893,0,DEU,241.1,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),1.6,DE,DE1,DE14,DE146,12.6,63.6,42962776,0,0,5.9,6.14,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c1,-26.0,-42.0,-4.0,24.0,77.0,113.0,144.0,138.0,70.0,39.0,24.0,15.0,Germany,1,0,0,26.1,10047,0,DEU,255.9,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),1.9,DE,DE1,DE14,DE145,13.7,52.0,43182820,0,0,6.6,6.8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000053,-36.0,-40.0,-6.0,29.0,89.0,120.0,151.0,145.0,71.0,40.0,26.0,-1.0,Germany,0,0,0,36.0,11975,0,DEU,73.9,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),2.6,DE,DE2,DE21,DE215,20.4,16.1,45362764,0,0,5.6,5.8,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007b,-31.0,-39.0,-1.0,28.0,87.0,122.0,149.0,145.0,74.0,41.0,29.0,5.0,Germany,2,0,0,24.9,11387,0,DEU,104.9,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),3.4,DE,DE2,DE21,DE21G,29.5,97.6,44842784,0,0,6.7,6.77,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000086,-27.0,-37.0,2.0,29.0,83.0,120.0,151.0,147.0,77.0,44.0,30.0,11.0,Germany,49,0,0,64.1,10913,0,DEU,429.7,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),3.2,DE,DE2,DE21,DE21H,36.3,45.5,44382792,0,0,7.0,7.2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000096,-27.0,-36.0,6.0,30.0,89.0,125.0,152.0,149.0,78.0,43.0,31.0,11.0,Germany,3,0,0,12.23,11199,0,DEU,159.5,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),1.5,DE,DE2,DE21,DE21A,11.2,51.2,44662802,0,0,7.0,7.37,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a2,-32.0,-38.0,2.0,26.0,80.0,115.0,143.0,140.0,68.0,38.0,27.0,9.0,Germany,330,0,0,34.7,11011,0,DEU,148.2,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),6.3,DE,DE2,DE21,DE21B,66.4,17.6,44482808,0,0,7.6,7.86,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a7,-33.0,-38.0,-1.0,28.0,90.0,122.0,152.0,150.0,75.0,40.0,29.0,7.0,Germany,1,0,0,28.5,11628,0,DEU,266.4,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),1.8,DE,DE2,DE21,DE21G,14.4,98.6,45042812,0,0,5.9,6.08,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bb,-27.0,-36.0,6.0,30.0,87.0,120.0,149.0,147.0,75.0,42.0,31.0,14.0,Germany,4,0,0,20.7,11154,0,DEU,290.0,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),1.6,DE,DE2,DE21,DE21B,12.1,31.7,44622820,0,0,7.1,7.55,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f0,-22.0,-30.0,6.0,31.0,85.0,124.0,155.0,152.0,79.0,45.0,35.0,19.0,Germany,169,0,0,33.3,10828,0,DEU,286.7,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),2.0,DE,DE2,DE21,DE211,38.0,43.5,44282848,0,0,7.5,7.77,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fc,-25.0,-33.0,6.0,31.0,92.0,124.0,149.0,148.0,78.0,42.0,33.0,20.0,Germany,182,0,0,29.1,11013,0,DEU,116.8,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),3.0,DE,DE2,DE21,DE219,45.9,24.8,44482856,0,0,7.5,7.78,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000101,-24.0,-37.0,-1.4,26.0,80.0,119.0,147.0,141.0,67.0,36.0,30.0,16.0,Germany,0,0,0,16.6,10602,0,DEU,339.5,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),1.6,DE,DE2,DE21,DE219,12.7,60.2,44022858,0,0,5.7,6.19,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a5,-34.0,-39.0,-3.0,30.0,89.0,123.0,152.0,150.0,75.0,40.0,28.0,5.0,Germany,1,0,0,16.72,11821,0,DEU,164.9,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),1.9,DE,DE2,DE22,DE22A,15.5,91.2,45222812,0,0,6.4,6.48,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b3,-33.0,-39.0,-3.0,28.0,88.0,121.0,151.0,150.0,75.0,39.0,28.0,6.0,Germany,0,0,0,11.42,11788,0,DEU,81.4,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),1.3,DE,DE2,DE22,DE22A,9.6,15.6,45202816,0,0,5.6,5.79,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d3,-29.0,-37.0,3.2,28.0,88.0,119.0,148.0,147.0,73.0,40.0,29.0,11.0,Germany,0,0,0,29.6,11606,0,DEU,307.2,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),1.9,DE,DE2,DE22,DE22C,14.3,48.0,45022834,0,0,6.1,6.27,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d4,-25.0,-35.0,3.0,29.0,87.0,122.0,150.0,150.0,78.0,43.0,31.0,15.0,Germany,119,0,0,76.4,11388,0,DEU,387.5,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),6.7,DE,DE2,DE22,DE227,67.2,75.0,44842834,0,0,7.4,7.55,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d5,-33.0,-39.0,-3.0,27.0,86.0,121.0,147.0,146.0,73.0,39.0,28.0,6.0,Germany,1,0,0,12.96,11765,0,DEU,323.8,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),1.1,DE,DE2,DE22,DE22C,8.6,0.0,45182836,0,0,5.7,5.93,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d7,-27.0,-36.0,2.0,26.0,83.0,116.0,147.0,147.0,75.0,42.0,31.0,16.0,Germany,22,0,0,26.5,11297,0,DEU,431.7,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),2.2,DE,DE2,DE22,DE227,19.9,83.9,44762836,0,0,7.3,7.62,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000dd,-27.0,-35.0,1.0,26.0,82.0,117.0,145.0,143.0,72.0,42.0,29.0,14.0,Germany,5,0,0,28.8,11155,0,DEU,296.1,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),2.1,DE,DE2,DE22,DE227,17.0,100.4,44622838,0,0,6.9,7.1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000df,-32.0,-40.0,-5.0,25.0,83.0,119.0,146.0,143.0,69.0,37.0,28.0,5.0,Germany,1,0,0,18.67,12037,0,DEU,160.3,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),1.4,DE,DE2,DE22,DE224,9.9,81.2,45422842,0,0,6.2,6.31,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e5,-32.0,-39.0,-3.0,28.0,85.0,118.0,145.0,145.0,71.0,38.0,28.0,5.0,Germany,125,22,13,20.8,11892,0,DEU,256.3,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),1.5,DE,DE2,DE22,DE22C,25.6,50.5,45282846,21,56,7.0,7.49,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e7,-30.0,-39.0,-1.0,28.0,86.0,123.0,147.0,146.0,72.0,40.0,29.0,7.0,Germany,47,0,0,20.1,11766,0,DEU,193.5,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),1.6,DE,DE2,DE22,DE22C,20.0,35.1,45182848,0,0,7.5,8.05,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ec,-26.0,-35.0,2.0,26.0,83.0,117.0,146.0,146.0,75.0,41.0,31.0,17.0,Germany,2,0,0,20.6,11298,0,DEU,599.0,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),2.3,DE,DE2,DE22,DE227,18.8,121.2,44762848,0,0,6.7,6.93,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f1,-32.0,-39.0,-2.0,27.0,85.0,119.0,146.0,147.0,71.0,39.0,29.0,8.0,Germany,7,0,0,22.5,11750,0,DEU,229.8,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),2.5,DE,DE2,DE22,DE22B,18.5,29.9,45162852,0,0,7.1,7.29,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fa,-30.0,-37.0,1.0,26.0,85.0,115.0,146.0,147.0,73.0,39.0,30.0,14.0,Germany,8,0,0,17.43,11607,0,DEU,270.0,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),1.3,DE,DE2,DE22,DE22B,10.6,112.7,45022856,0,0,7.3,7.65,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000104,-25.0,-33.0,4.0,28.0,88.0,120.0,147.0,147.0,73.0,41.0,33.0,19.0,Germany,3,0,0,17.82,11113,0,DEU,158.8,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),1.4,DE,DE2,DE22,DE226,10.3,48.3,44582862,0,0,7.1,7.41,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000106,-30.0,-39.0,-2.0,27.0,84.0,119.0,145.0,143.0,70.0,38.0,30.0,9.0,Germany,9,0,0,23.3,11823,0,DEU,300.6,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),1.8,DE,DE2,DE22,DE22B,14.1,83.4,45222866,0,0,7.3,7.55,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000010d,-27.0,-35.0,4.0,29.0,86.0,119.0,148.0,146.0,74.0,41.0,33.0,15.0,Germany,2,0,0,42.6,11515,0,DEU,263.2,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),4.0,DE,DE2,DE23,DE238,33.8,42.9,44942872,0,0,6.8,6.88,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000113,-24.0,-32.0,4.0,28.0,86.0,119.0,146.0,149.0,76.0,41.0,34.0,18.0,Germany,2,0,0,21.5,11347,0,DEU,254.7,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),1.6,DE,DE2,DE23,DE238,13.2,50.8,44802874,0,0,6.7,6.87,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000011b,-27.0,-34.0,4.0,29.0,86.0,119.0,147.0,146.0,74.0,41.0,33.0,15.0,Germany,208,0,0,28.7,11535,0,DEU,104.4,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),2.9,DE,DE2,DE23,DE238,41.3,35.7,44962878,0,0,7.5,7.78,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000143,-25.0,-37.0,-2.0,22.0,79.0,112.0,142.0,144.0,72.0,37.0,34.0,17.0,Germany,1,0,0,12.97,11727,0,DEU,67.1,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),1.4,DE,DE2,DE23,DE235,12.3,72.5,45142900,0,0,5.3,5.4,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000015a,-26.0,-38.0,-2.0,19.0,77.0,111.0,140.0,142.0,71.0,38.0,31.0,17.0,Germany,0,0,0,21.2,10897,0,DEU,228.2,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),1.8,DE,DE2,DE23,DE236,14.6,58.4,44362908,0,0,5.3,5.54,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000176,-22.0,-36.0,-1.0,19.0,75.0,110.0,140.0,143.0,71.0,39.0,34.0,17.0,Germany,1,0,0,14.0,11368,0,DEU,147.0,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),1.3,DE,DE2,DE23,DE239,11.6,43.8,44822926,0,0,6.4,6.59,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000178,-25.0,-38.0,-3.0,18.0,75.0,110.0,139.0,142.0,71.0,38.0,33.0,16.0,Germany,1,0,0,54.4,11447,0,DEU,63.4,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),3.1,DE,DE2,DE23,DE239,25.1,26.0,44882928,0,0,6.1,6.16,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000018b,-19.0,-35.0,1.0,20.0,78.0,112.0,141.0,143.0,72.0,40.0,32.0,20.0,Germany,0,0,0,6.98,11038,0,DEU,127.5,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),1.9,DE,DE2,DE23,DE234,18.1,33.7,44502938,0,0,5.2,5.7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001bb,-12.0,-29.0,0.4,24.0,79.0,112.0,141.0,140.0,74.0,38.0,37.0,30.0,Germany,0,0,0,13.55,10417,0,DEU,150.3,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),1.1,DE,DE2,DE24,DE245,9.5,51.9,43722964,0,0,5.6,5.97,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000200,-10.0,-33.0,-1.0,20.0,75.0,106.0,139.0,142.0,76.0,39.0,37.0,30.0,Germany,1,0,0,9.88,10691,0,DEU,230.5,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),1.8,DE,DE2,DE24,DE24A,15.1,36.0,44143010,0,0,6.1,6.32,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000111,-24.0,-38.0,-2.0,24.0,78.0,115.0,144.0,140.0,68.0,36.0,29.0,18.0,Germany,1,0,0,16.83,10538,0,DEU,140.4,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),1.6,DE,DE2,DE25,DE25C,13.5,40.0,43922872,0,0,5.6,5.83,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000126,-18.0,-33.0,1.0,28.0,83.0,119.0,150.0,147.0,76.0,41.0,35.0,24.0,Germany,0,0,0,27.0,10457,0,DEU,164.0,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),1.7,DE,DE2,DE25,DE25C,13.9,25.9,43782884,0,0,5.1,5.26,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013d,-20.0,-34.0,1.0,24.0,79.0,116.0,146.0,144.0,72.0,38.0,32.0,20.0,Germany,1,0,0,21.5,10709,0,DEU,537.7,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),2.3,DE,DE2,DE25,DE25B,20.9,86.2,44162896,0,0,6.4,6.73,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000142,-23.0,-35.0,-3.0,26.0,82.0,116.0,147.0,144.0,72.0,38.0,32.0,21.0,Germany,0,0,0,21.2,10215,0,DEU,190.0,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),2.2,DE,DE2,DE25,DE256,17.6,75.3,43442896,0,0,6.3,6.55,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000169,-14.0,-33.0,-2.0,25.0,78.0,111.0,143.0,142.0,74.0,41.0,33.0,25.0,Germany,2,0,0,26.0,10125,0,DEU,514.8,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),3.2,DE,DE2,DE25,DE256,29.1,24.2,43302918,0,0,7.0,7.02,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000185,-13.0,-30.0,1.0,28.0,81.0,114.0,144.0,143.0,75.0,41.0,36.0,28.0,Germany,46,0,0,24.4,10158,0,DEU,343.4,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),2.1,DE,DE2,DE25,DE25A,16.3,46.0,43342932,0,0,7.5,7.83,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000188,-13.0,-29.0,3.0,28.0,83.0,113.0,144.0,141.0,75.0,42.0,36.0,28.0,Germany,6,0,0,20.9,10194,0,DEU,185.5,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),1.6,DE,DE2,DE25,DE25A,11.9,34.8,43402934,0,0,7.4,7.7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000019a,-13.0,-29.0,3.0,28.0,84.0,115.0,143.0,141.0,75.0,42.0,37.0,31.0,Germany,3,0,0,17.65,10363,0,DEU,329.2,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),1.8,DE,DE2,DE25,DE25A,14.8,70.2,43642944,0,0,6.8,7.1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000195,-7.0,-25.0,6.0,33.0,83.0,117.0,146.0,144.0,78.0,44.0,41.0,34.0,Germany,7,0,0,12.9,10050,0,DEU,381.9,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),1.7,DE,DE2,DE26,DE26C,13.8,28.7,43182942,0,0,7.2,7.58,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001b2,-6.0,-22.0,7.0,33.0,84.0,118.0,144.0,144.0,79.0,47.0,43.0,36.0,Germany,2,0,0,25.8,10100,0,DEU,251.8,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),1.5,DE,DE2,DE26,DE268,12.0,45.6,43262960,0,0,7.2,7.42,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001e6,-6.0,-24.0,4.0,30.0,80.0,112.0,141.0,144.0,79.0,44.0,43.0,36.0,Germany,13,0,0,22.1,10126,0,DEU,225.6,B11,Cropland,Common wheat,U111,Agriculture (excluding fallow land and kitchen gardens),1.7,DE,DE2,DE26,DE26B,13.0,12.0,43302984,0,0,7.5,7.81,"{""type"":""MultiPoint"",""coordinates"":[]}"
