SSCL,Supervised,GBDT,Point_id
87.47270081192228,215.10959440842242,208.05500122666177,A0108P92
12.071974724531316,17.509204428642903,6.872963863766259,A0120R93
58.361108531244156,19.1481806896628,19.593781969429706,A0209P89
10.381901175715189,27.247198531404077,38.565967726938865,A0210R87
13.702109656296756,25.429789912887173,10.390613078064689,A0215P99
41.720952731557304,48.62742203753456,19.628525236425872,A0219P96
62.416402448434226,65.2555077173746,69.47035314156605,A0220R99
21.324471777770544,42.55207408918071,15.679484044754322,A0305R90
43.57854446338019,53.610410247347346,31.178385222702463,A0306R88
33.99799126782452,54.6013121877331,29.768373874954634,A0306R91
9.80341495713233,48.136486823205075,36.00664423337602,A0306R93
5.032988954335794,18.378218566067297,5.37675780136145,A1611F66
1184.116536676884,1299.3473169207575,916.5238704941914,C0101W05
540.3574707172812,554.0194743871689,564.3188785777172,C0101W06
41.54442890547214,41.89566766843193,53.243160441785065,C0102P02
53.28434982337063,47.053730580955815,54.61254874826756,C0102P03
1.7866383399814938,23.666050117462973,54.61789797058533,C0103C07
77.27406080812199,46.51423703879112,48.861475417532006,C0103F04
8.341462649405145,44.75361297838424,1.8279587125090586,C0103P01
31.02619611890961,44.489003529306494,29.422711122893467,C0103P02
19.592090533115133,1.2476736679672624,33.01160209479939,C0103X03
31.75014462322011,31.683016438037157,29.4948337742874,C0103X04
83.64797320216934,96.91534776240567,755.1284291788204,C0104P02
105.03627922385917,119.44024939090005,273.1460092553649,C0105F03
160.50560625269992,166.39510424807662,55.51947108498398,C0105F11
23.464972153305794,15.095648011192537,60.81444980692207,C0107C05
177.32951760292087,194.1395556926728,184.48671092199208,C0107P01
20.870787417516155,22.40661866962934,9.935857369495466,C0107R06
601.769558330998,607.0559220761061,570.0029058799186,C0107W01
0.9286576602609036,27.418609946034678,30.796056689974463,C0107X02
42.37769831903279,111.07306372374323,56.07359009473639,C0108C04
22.413842729292853,31.830559712834585,50.338233626774596,C0108R04
14.24185230396688,47.61102558579278,48.05956051553399,C0109C07
20.58698343113059,25.697260242886834,5.554701089959309,C0109R01
19.500852767377722,14.944053897633978,36.38287504887914,C0109R04
20.69356609601509,7.311852108687291,21.272448076709637,C0109X05
18.49325165618206,29.2916649021211,18.457764656042293,C0110P06
17.549662995152023,18.137463843449808,22.96727165661791,C0110R02
2.2823487152342836,31.3255366240631,7.9571617320265595,C0110X01
49.684487837366746,12.162978714332056,35.39994965986581,C0111C02
30.625287634320358,34.64985917788,62.966662885340696,C0111C03
39.54243310727189,78.26763919554652,95.84906920391488,C0112F04
36.83845799416292,50.684930039569736,81.31076463141373,C0112F05
65.30228015035382,98.69671273045216,58.69007749788964,C0112R04
24.451246000826387,32.78165603056564,640.9726926663348,C0113P04
23.64514058455835,33.59689403790982,23.060151406568735,C0113R02
269.27097956649976,285.47463353723276,224.4286213057368,C0113R04
38.71557911857967,19.798223422840625,29.107307714226422,C0113R05
65.31631437130247,11.779287252575017,108.42414078668563,C0114C02
257.5237847678361,198.94329093396664,114.49774802908047,C0114F06
85.00660229474306,51.83273922651972,97.250811646996,C0114F07
34.548864141106804,84.02135552838465,82.3832954350922,C0114R01
62.147650183178214,57.78449443634602,90.6475563497487,C0114R02
163.82661953568444,16.31342135369775,521.0729195817248,C0115F07
7.176875248551312,154.03421312570597,96.23641506002411,C0115F09
12.878348408266874,32.779069165699184,39.620403743470554,C0115P01
31.422225967980967,75.7873608265074,30.12671803168031,C0115R01
30.87053200462821,67.52066240413123,142.59619689926782,C0115R06
115.28665269259326,13.392402529716149,86.66844128801897,C0116F03
235.60696117579948,280.3298766911033,21.89050869843326,C0116F06
26.43863655161126,61.29109515342858,40.532463309778876,C0116X01
34.366288967430705,34.22263557091361,94.3745146872369,C0117C05
0.2276900969443421,4.375243112444821,101.3858238646454,C0117R04
157.014036178589,239.6399256587031,119.98101638386387,C0118F01
151.268007624894,14.527879077940979,11.298223088585274,C0118F02
17.00533680617781,19.39123101532465,265.7322680714512,C0118F04
54.69549802131951,40.09211314842116,29.85622344419265,C0118R02
116.49061792530115,103.18166190758345,91.90334695507627,C0120F06
256.51867087930435,143.2869278267027,19.041782585030234,C0120F08
32.09919029963225,40.72790992096992,22.734308529230088,C0201F02
9.319591225939877,43.250685210223125,19.917348909178585,C0201R02
27.224730172893082,33.92229193705128,16.606242044989855,C0201R06
5.41112536331612,34.36090637231235,6.833368880852262,C0201R09
13.148714110720935,35.63812395324909,5.914219431637285,C0201R13
121.63564303889854,83.64325169473892,134.44705205778268,C0202F04
76.18789182044578,46.730974158272474,27.1208592169221,C0202R02
19.911905594635716,21.344557346310506,5.61388501004825,C0203R02
42.33933990355592,3.600666788406863,97.24305785082596,C0204C04
28.852947950363358,66.61170898936692,34.09408826987811,C0204F06
4.657836062833638,73.96503908094009,32.10218113565093,C0204F14
58.83153086528158,85.27045484632244,238.55243666292736,C0204P04
20.238883397541876,32.831607433035956,34.3623350288735,C0204P07
20.01743626780805,35.584928430616856,46.38735163621472,C0204R04
45.99453397095179,72.459939783439,25.133782868491473,C0204R08
135.3899920359254,30.409359149634867,70.89209449814858,C0206C02
61.57130818814011,30.07013110443981,162.65160185825243,C0206C04
23.802605923264906,191.92219477146836,413.98644901724685,C0206F01
