point_id,y_real,y_pred,y_pred87,y_true87
26601784,0.5517241358757019,0.2620294392108917,22.79656121134758,47.999999821186066
26601978,0.2896551787853241,0.1474669277667999,12.829622715711592,25.200000554323196
26761768,0.4471264481544494,0.2157540470361709,18.77060209214687,38.900000989437096
26802028,0.0540229901671409,0.265508234500885,23.099216401576996,4.700000144541258
26921850,0.1390804648399353,0.2812821865081787,24.471550226211548,12.100000441074371
26921874,0.2344827651977539,0.2524326145648956,21.961637467145916,20.40000057220459
26942016,0.1758620738983154,0.4024566113948822,35.01372519135475,15.30000042915344
27041840,0.0540229901671409,0.2302421331405639,20.03106558322906,4.700000144541258
27041876,0.081609196960926,0.2280929088592529,19.844083070755,7.100000135600562
27061758,0.0448275879025459,0.1443226486444473,12.556070432066916,3.9000001475214936
27101814,0.1471264362335205,0.2265111207962036,19.706467509269714,12.799999952316284
27121756,0.2287356257438659,0.1724014282226562,14.998924255371088,19.899999439716336
27182008,0.2103448212146759,0.2009796202182769,17.48522695899009,18.299999445676804
27202042,0.1149425283074379,0.3437166810035705,29.903351247310635,9.999999962747097
27241758,0.177011489868164,0.1528741419315338,13.300050348043442,15.399999618530268
27242050,0.2045976966619491,0.1262384057044983,10.982741296291351,17.799999609589573
27301980,0.0655172392725944,0.2748220860958099,23.90952149033546,5.699999816715713
27341920,0.167816087603569,0.1808878630399704,15.737244084477425,14.599999621510504
27381916,0.3252873420715332,0.1935421526432037,16.83816727995872,28.29999876022339
27402128,0.0379310362040996,0.4291682243347168,37.33763551712036,3.300000149756665
27421740,0.2068965584039688,0.1647951006889343,14.337173759937285,18.000000581145287
27421780,0.0609195418655872,0.1769598424434662,15.395506292581558,5.300000142306087
27422006,0.0390804596245288,0.0991048365831375,8.622120782732962,3.399999987334006
27481894,0.2321839034557342,0.173840582370758,15.124130666255946,20.199999600648876
27541756,0.1793103516101837,0.2356224358081817,20.49915191531181,15.600000590085982
27541792,0.0804597735404968,0.117512471973896,10.223585061728953,7.000000298023221
27541810,0.2206896543502807,0.126286968588829,10.986966267228125,19.199999928474423
27541828,0.0735632181167602,0.2033921331167221,17.695115581154823,6.399999976158138
27561952,0.0931034460663795,0.2403721809387207,20.9123797416687,8.099999807775017
27561980,0.0747126415371894,0.098727285861969,8.589273869991302,6.499999813735478
27561988,0.4379310309886932,0.2668513655662536,23.216068804264065,38.099999696016305
27601942,0.2034482806921005,0.1032459959387779,8.982401646673678,17.700000420212742
27641832,0.0804597735404968,0.0703383907675743,6.119439996778964,7.000000298023221
27642156,0.7402299046516418,0.3220534324645996,28.018648624420166,64.40000170469284
27681762,0.0965517237782478,0.2191651761531829,19.067370325326912,8.39999996870756
27681946,0.0528735630214214,0.1723397076129913,14.993554562330244,4.599999982863662
27701848,0.1114942505955696,0.1912443041801452,16.638254463672634,9.699999801814554
27721828,0.1160919517278671,0.0999010428786277,8.69139073044061,10.099999800324438
27722026,0.3137930929660797,0.4349342882633209,37.83928307890892,27.299999088048935
27722080,0.1735632121562957,0.424655944108963,36.94506713747978,15.099999457597725
27741908,0.0712643712759018,0.1244143024086952,10.824044309556482,6.200000301003456
27742358,0.1206896528601646,0.4686550199985504,40.772986739873886,10.49999979883432
27742394,0.842528760433197,0.4664036333560943,40.5771161019802,73.30000215768814
27781812,0.1160919517278671,0.1227919831871986,10.682902537286278,10.099999800324438
27781996,0.1218390837311744,0.3099432289600372,26.965060919523236,10.600000284612173
27802116,0.3505747020244598,0.5337276458740234,46.43430519104004,30.499999076128002
27821832,0.0747126415371894,0.2465174496173858,21.447018116712567,6.499999813735478
27821838,0.1494252830743789,0.10857854783535,9.44633366167545,12.999999627470965
27842416,0.8068965673446655,0.6165106892585754,53.63642996549606,70.2000013589859
27881902,0.1218390837311744,0.1757345497608184,15.2889058291912,10.600000284612173
27882384,1.0,0.672930121421814,58.544920563697815,87.0
27922352,0.2666666805744171,0.5407837629318237,47.048187375068665,23.20000120997429
27962406,0.6379310488700867,0.5627692341804504,48.96092337369919,55.50000125169754
27981936,0.1068965494632721,0.1238830164074897,10.777822427451603,9.299999803304672
28022250,0.5011494159698486,0.6124662160873413,53.284560799598694,43.59999918937683
28062298,0.0160919539630413,0.3880407512187958,33.75954535603523,1.399999994784593
28102100,1.0,0.4030396044254303,35.064445585012436,87.0
28102114,0.1666666716337204,0.3798440396785736,33.046431452035904,14.500000432133675
28102276,0.4574712514877319,0.5424794554710388,47.19571262598038,39.79999887943267
28121858,0.0954023003578186,0.2429196238517761,21.13400727510452,8.300000131130219
28201930,0.1436781585216522,0.1248565092682838,10.86251630634069,12.499999791383742
28201948,0.2482758611440658,0.2183490991592407,18.99637162685394,21.599999919533726
28202116,0.1517241448163986,0.3557946383953094,30.95413354039192,13.200000599026678
28202170,0.4356321692466736,0.5278410315513611,45.922169744968414,37.8999987244606
28202386,0.7206896543502808,0.6419891715049744,55.85305792093277,62.699999928474426
28221888,0.1977011561393737,0.167175754904747,14.54429067671299,17.20000058412551
28222270,1.0,0.7335008978843689,63.814578115940094,87.0
28222342,1.0,0.6632699370384216,57.70448452234268,87.0
28222360,0.1367816030979156,0.6585773825645447,57.29623228311539,11.899999469518656
28242028,0.1229885071516037,0.2634062469005584,22.916343480348583,10.700000122189522
28242186,0.5965517163276672,0.4254941642284393,37.017992287874215,51.89999932050705
28262354,0.8287356495857239,0.633411705493927,55.10681837797165,72.10000151395798
28282042,0.2160919606685638,0.1888551414012909,16.430397301912308,18.80000057816505
28282190,0.2689655125141144,0.4419183433055877,38.44689586758613,23.39999958872795
