point_id,y_true,y_pred
31501972,18.5,16.62263998693392
31502300,24.3,36.72834591863084
31522358,13.9,39.46905510757378
31523384,40.4,27.455761997867103
31523558,87.0,44.675793421311155
31541648,7.1,21.47457922957695
31541666,7.3,42.584756089502484
31541858,7.5,15.923993850748644
31542332,28.7,42.35781540070877
31561880,6.7,17.00247725711015
31561978,13.1,16.256225795848234
31562104,26.7,42.003266922257104
31562114,6.7,17.148571383504915
31562356,53.6,28.764610249576084
31563670,87.0,45.8518872897361
31582088,45.4,35.08670880292538
31601946,7.0,15.790625746610027
31601976,1.8,15.790625746610027
31602108,10.0,37.495549230464285
31602264,2.1,15.790625746610027
31602282,41.9,43.46863615997221
31622098,64.7,44.81800441842564
31623628,87.0,22.329168008419646
31623640,44.8,22.851659982547257
31641698,14.5,15.790625746610027
31642062,15.6,41.95047588706109
31642270,5.6,20.00316500743967
31643458,45.9,23.270538673960107
31661818,7.0,16.931933347901772
31662024,2.6,16.35514284456542
31662226,29.2,15.790625746610027
31663648,38.2,24.063250177664507
31681696,16.6,15.881582413822807
31681822,9.2,16.73743092468627
31681858,0.7,15.790625746610027
31681930,9.8,15.790625746610027
31682116,24.3,17.4055442329853
31682272,10.9,18.973111761655264
31701692,35.8,16.488837437754945
31701848,5.6,16.256219491300936
31702280,14.1,32.614298814288816
31702358,56.0,33.4743918917357
31703420,37.9,23.119588760775216
31703558,87.0,33.32353688665809
31721984,12.7,15.790625746610027
31741740,48.3,40.98510589875409
31742086,25.2,42.159421397260395
31742118,3.2,18.41722414877269
31742234,29.1,26.075833975222896
31742280,5.6,16.494109374054844
31762110,57.5,35.3885676949167
31783462,27.1,26.979794654123257
31783686,87.0,49.659044563654724
31801728,24.6,18.947184964507304
31801876,11.2,15.905513978385585
31801900,24.4,15.932914571003245
31802062,5.1,27.48791083549564
31802232,17.0,19.56040600248479
31802332,59.2,34.270521959937376
31821942,3.8,15.790625746610027
31822072,13.5,21.308112400326646
31822252,17.5,15.934769784355462
31822288,37.8,25.6972035123489
31823512,53.8,22.2076920435086
31842046,7.0,16.483287273851698
31861930,11.8,16.08378245738125
31862116,35.8,40.14630391714522
31862206,13.8,22.12293384534272
31862228,14.8,22.862831300472035
31882100,18.9,44.09118533324857
31882154,18.3,17.982482341766445
31882196,20.5,26.748290453329883
31882352,87.0,44.327393599485426
31901678,6.9,45.55777951040314
31901958,17.4,15.969655109840069
31902102,32.2,30.3937595086964
31902308,40.4,32.51740575723882
31921834,4.3,15.790625746610027
31921920,4.6,15.790625746610027
31921978,12.6,15.85588765539359
31962076,6.5,19.27497320745511
31962148,20.5,30.039696685721324
31962270,18.0,34.28527854352022
31963524,87.0,40.66353848154868
31981678,16.1,38.371845975893905
31981684,2.8,15.790625746610027
31981980,20.9,29.47557604654514
31982200,30.9,16.216405520498554
31982206,3.8,17.401499021095074
31982224,11.3,16.70475564092372
31982326,79.4,41.35463951779881
31983496,18.8,21.66897902311381
32001654,14.9,15.790625746610027
32001982,17.9,18.86347225480692
32021836,14.8,15.949866388127278
32021898,5.5,15.790625746610027
32022064,5.9,29.588470193800514
32022142,13.3,28.516049372757916
32022232,56.3,23.31964031069601
32041958,17.1,16.44457683025232
32042030,4.7,16.709642151988344
32042056,8.9,26.943414734480058
32042218,40.2,32.372906902869275
32043448,39.1,27.14046612960232
32043538,47.7,34.76064291622057
32062016,4.5,16.336706495973473
32062046,6.8,19.53495429872383
32062214,2.1,16.336053259908045
32081958,11.8,15.790625746610027
32102010,3.2,16.484276520600766
32102126,9.1,16.632136478137454
32102244,25.2,19.44123596692965
32102252,13.9,19.817073646653004
32121666,9.9,38.075070062695225
32122110,42.0,54.14042636512602
32141832,21.1,15.952566488823283
32141874,17.9,16.194496218934557
32141958,11.7,15.790625746610027
32142004,11.4,15.84115969036704
32142066,5.9,21.011867508611164
32142120,23.7,19.088336311446845
32142202,27.7,37.90905944805755
32142246,9.7,32.09976303587913
32143588,37.9,27.61256797820009
32161702,6.3,17.014384470688977
32161828,58.2,16.459069604791733
32161912,9.3,15.905513978385585
32162080,9.0,17.828622148053444
32162128,18.5,16.57777901426509
32181730,13.8,22.091535231342483
32181834,40.5,17.795597858208154
32183418,49.1,26.821341993967405
32201956,8.4,15.845175419210463
32202060,8.2,15.898670894239107
32202078,25.5,15.790625746610027
32202168,0.7,15.845175419210463
32202240,34.3,53.99169977088687
32222326,87.0,41.085539521475035
32241920,4.6,15.790625746610027
32242312,37.8,26.584746710530062
32261814,35.8,36.45455237025729
32261948,4.3,15.790625746610027
32262102,70.3,45.745361790055526
32262300,17.9,16.752981265157267
32262314,35.2,31.978204993568532
32281920,14.6,15.790625746610027
32301768,33.2,37.05065406183616
32301818,26.8,41.91025373003886
32301854,27.4,16.126840585505107
32302314,87.0,21.83383083154491
32321640,12.2,16.283713229273076
32321694,59.5,17.218840261365273
32322306,7.7,17.516250565475534
32341720,16.0,16.275413326124472
32341732,36.7,21.51997607367931
32341900,11.6,15.790625746610027
32341984,14.9,15.877468245341843
32342062,28.0,16.867891972049776
32342110,7.7,17.631792550373028
32342286,6.3,30.75185495224749
32361694,4.0,18.310025552830524
32361860,21.1,15.790625746610027
32362122,87.0,19.57419252375899
32363494,68.1,26.790303039879173
32363508,34.0,24.77504393944836
32381728,11.1,16.34719714605572
32381944,15.8,15.790625746610027
32382078,9.1,15.790625746610027
32383504,55.6,22.776855647553344
32401696,4.2,16.42485926780888
32401786,21.8,40.85252018939616
32401828,31.4,40.75038655185696
32401912,11.0,16.154360991085746
32402110,6.2,39.45230848825864
32402120,72.6,18.052623825097964
32402264,12.3,20.459992835037426
32402926,38.6,22.660149543359537
32422124,10.5,16.473423868575097
32422226,30.0,49.6512324169818
32422232,40.2,47.98023114745836
32422330,34.3,38.06661703853836
32441984,15.4,15.790625746610027
32442110,7.1,17.912906696615575
32442200,87.0,54.346958018447324
32442260,14.0,24.429712199402637
32461700,3.6,21.796829894887786
32461978,26.7,17.297181227959136
32462024,21.5,25.914082973904648
32462086,19.5,23.471788981931788
32462154,8.8,44.57907439245831
32462168,28.2,54.05007746643197
32462348,32.8,53.213390214617085
32463644,39.8,31.817099620509616
32481972,20.5,21.84005312930619
32482160,5.9,16.473923610059614
32501932,22.0,15.790625746610027
32501940,7.2,15.905513978385585
32502156,9.5,37.341679090289475
32521696,4.8,17.6863627985318
32521858,37.9,16.122899442499197
32521900,8.1,15.790625746610027
32522008,23.9,17.178540354069312
32522016,18.2,16.00331126915372
32522260,22.1,15.908959990787192
32522268,13.3,17.501235748282078
32541780,16.0,22.646629485870072
32541924,11.0,15.819198384684666
32542176,24.7,47.96943670917632
32542338,34.7,45.910691174286576
32543634,35.3,24.89118402591143
32561992,15.9,15.790625746610027
32562088,41.3,36.10024830506206
32562168,16.9,39.64141727102902
32562280,10.7,15.845175419210463
32563536,18.6,22.529586775092557
32563540,19.3,27.772708573953537
32563608,87.0,27.493648618614557
32581850,3.4,16.044326642433326
32582074,20.1,16.790038030198247
32582102,9.9,15.790625746610027
32582164,30.0,41.211548551558316
32582252,17.8,15.790625746610027
32601938,14.9,16.302759385155223
32602106,20.6,16.910323898355053
32621684,9.5,16.3427843075901
32621858,19.3,15.845175419210463
32621882,11.3,15.905513978385585
32641952,1.2,15.790625746610027
32642154,4.3,18.58264491510132
32642320,87.0,46.9258462835423
32682102,49.1,40.157938445874414
32682144,4.7,42.04887191109347
32682940,7.0,22.398864400273972
32701660,7.1,15.898670894239107
32701912,12.7,15.869421916867868
32702142,12.5,48.50775530739261
32702146,10.7,44.195662700676266
32721996,21.4,15.790625746610027
32722180,23.1,53.49593057156205
32722342,72.6,49.55104269740597
32723634,41.9,23.937246090690664
32741830,6.7,15.790625746610027
32741898,3.5,15.790625746610027
32761828,34.8,15.806405518277089
32761948,11.3,15.950810872482423
32761984,25.5,21.69018311633771
32762098,26.7,16.712175344784743
32802092,32.7,16.240554857423714
32821848,22.1,15.866077706083706
32822060,39.3,38.83102654479765
32823158,47.9,27.08088858376696
32842232,6.3,17.18935726502433
32861824,33.1,16.024966018349296
32861850,11.9,15.898670894239107
32862162,4.6,18.464096389115056
32863614,55.1,52.45768127043007
32882332,76.1,46.02544859976354
32882938,18.9,26.723513760976886
32902068,14.0,21.33555062367131
32902148,9.7,16.316844598969894
32902900,65.7,34.25760136222702
32921902,12.6,15.790625746610027
32922078,32.9,22.484161213721944
32922082,28.2,21.905562763726092
32922142,2.5,18.281336723543156
32922298,87.0,48.49106635899884
32941918,11.0,16.20898125745405
32942092,13.8,16.24503703129541
32942138,2.5,15.790625746610027
32942170,30.4,17.415629041826282
32942242,4.1,16.326385958346
32942926,22.4,23.642199297819925
32962168,12.4,16.011247986905445
32981912,8.3,16.613111139283742
32982146,6.4,15.790625746610027
32982206,43.6,44.175635961323174
33001834,14.5,15.790625746610027
33002132,15.9,16.701709963033572
33002144,11.8,16.138679214166256
33002892,37.4,27.15630267415111
33022026,29.5,43.008505935294515
33022128,9.4,17.13171988213476
33022134,12.1,15.790625746610027
33022200,54.0,54.609414045311794
33022218,16.2,38.415724224973076
33022872,52.6,28.17609930593136
33023682,87.0,24.039226051407994
33041850,1.0,15.82488539064015
33042102,6.4,15.790625746610027
33042166,26.4,36.08205738001536
33042198,21.9,43.541522163748795
33042876,87.0,30.00356619575076
33061810,17.8,27.453180528597624
33062008,52.0,25.375496787065394
33062062,13.7,17.475948939613897
33062106,42.4,16.305825200922992
33063178,50.7,28.400486685159123
33081892,12.5,15.790625746610027
33082144,25.2,16.76288393865456
33083184,87.0,35.18132161623408
33121976,21.2,24.347283745140928
33122146,18.5,16.711297418018923
33122848,32.4,25.68328703012701
33141880,6.3,15.790625746610027
33142100,5.6,16.304846416350056
33142852,31.8,24.895911381307524
33142924,34.4,26.137149606044442
33161724,5.0,15.851334964978498
33161828,45.6,15.790625746610027
33161904,9.0,15.790625746610027
33162174,23.6,30.249788583192682
33182064,15.5,17.485378064823685
33201980,67.3,23.44277524743172
33203610,72.3,23.295329467919984
33221886,2.7,15.790625746610027
33222072,5.6,16.889578431026077
33222130,16.0,16.140024737332332
33222318,17.0,38.54992219283545
33242080,31.2,47.670703412200325
33262036,77.0,32.68237111118728
33262202,6.6,15.838987106397456
33262230,33.3,16.499779728784546
33262842,43.9,24.616690450616876
33281952,87.0,42.3105830608364
33282024,19.7,24.320690421845192
33282078,8.6,16.562180035975903
33282222,3.5,27.408650904223155
33282856,26.7,26.320970237345144
33301858,2.6,15.845175419210463
33321782,22.6,15.790625746610027
33322034,11.1,25.393649954476743
33322268,60.2,46.37825397531691
33323140,87.0,23.254097329981967
33341832,10.2,16.565505117813117
33341918,32.6,15.866077706083706
33341990,10.7,25.0416458421832
33342884,22.3,30.85657343109348
33343208,18.3,21.66988490277604
33361960,46.3,32.324279412934025
33362942,25.7,24.320746830744564
33382196,7.5,15.790625746610027
33401850,25.0,36.32261614761003
33402058,5.5,17.04793490254472
33402246,11.1,16.153157215365646
33402822,29.8,31.028114230709864
33403116,35.2,31.781881408332325
33403170,24.2,32.01456935542243
33422016,64.3,28.76553573833896
33441690,4.9,24.030759645298335
33442014,75.0,37.79148212083198
33442040,6.1,16.666248106974137
33442050,8.0,16.538946952999254
33442216,26.8,18.51076031051642
33442828,36.7,23.710241370779542
33442882,20.0,21.742826644072373
33461826,1.9,15.790625746610027
33461926,12.6,47.65883524022742
33482116,20.2,33.054408697056694
33483142,65.2,31.33068104246737
33502070,9.4,17.64201845846794
33502294,57.0,42.39191355936611
33503744,87.0,28.650756182961015
33521972,11.6,19.371774583086534
33522164,15.5,16.00842011978483
33522170,13.7,16.61179898371588
33543324,37.3,28.154471031167237
33543720,87.0,40.90836678499921
33543738,87.0,23.11944935902534
33561828,13.9,15.790625746610027
33561872,53.6,26.42154538504262
33562836,30.8,38.34587175892933
33582004,66.0,18.739220403592437
33582030,14.2,16.385157021780255
33582058,7.6,17.34619858675961
33582090,12.7,17.373599528678017
33582822,33.4,24.64139422951811
33601746,13.0,16.973576676904887
33601972,38.3,38.77396999295088
33602136,45.4,28.031243576559227
33622846,24.9,17.525926471173374
33622878,24.0,24.6884010962259
33623332,38.8,33.293694753401624
33642028,10.8,15.790625746610027
33642046,11.5,15.790625746610027
33642142,0.8,15.80910561897309
33642312,60.1,49.06717885437543
33681992,4.3,15.790625746610027
33682088,12.0,30.499455986123248
33682142,17.8,16.231714804383
33682834,80.2,41.21297037955543
33702020,20.5,20.757932949907012
33722150,14.4,19.606779076068513
33722280,24.7,42.78941281515036
33722284,31.9,34.374558384712174
33722298,17.0,45.4563089304029
33722838,25.4,20.28492922777913
33722906,15.3,25.034996448102174
33723292,40.3,25.346598901400192
33742070,10.5,15.968036415829214
33742128,9.3,15.790625746610027
33761994,19.6,16.488837437754945
33762004,15.3,16.488837437754945
33762094,5.4,15.790625746610027
33762832,21.3,26.79841869418656
33763344,30.6,29.955732906256927
33781948,6.5,31.89149643039636
33781984,2.3,15.790625746610027
33782074,10.1,16.25555477664194
33782872,48.9,30.71694631072593
33801798,24.7,16.39039543139805
33801978,11.2,15.948010244441345
33801996,8.8,16.606100121632906
33802032,52.3,19.954380865886513
33803170,37.5,22.61074060189706
33842012,0.9,16.49603517720027
33842170,17.9,27.408650904223155
33842206,13.6,16.76535799908312
33842866,23.3,21.571503346688264
33843772,70.8,31.23391512445475
33862240,13.9,30.23856114254746
33863180,51.0,17.945356892299973
33863294,87.0,22.29359315358243
33882026,9.1,17.28045253572896
33883766,87.0,27.863227239303086
33901934,67.7,25.04483503317519
33901970,11.9,16.43492235545094
33901982,40.7,24.930576834278686
33902114,4.3,15.790625746610027
33902276,42.0,53.524026024790075
33902280,43.1,42.34620970056099
33902834,26.1,22.68592574163848
33922016,13.0,16.488837437754945
33923286,28.0,24.411034419164242
33942012,11.9,16.93186515230686
33942022,8.9,16.55560769959576
33942048,37.6,42.28279646550415
33942840,24.9,22.432080228687784
33962088,8.0,16.74690178850918
33981964,7.0,15.790625746610027
33981996,7.0,23.281621698242372
33982022,15.1,19.883385619255492
33982864,21.6,22.292000560133697
33983238,32.4,36.674404637971165
33983292,22.0,33.059355098307094
33983652,87.0,27.006695355947308
34001970,6.0,15.790625746610027
34002124,31.0,16.861251357547186
34002280,34.1,48.82233515715944
34003626,32.4,37.951220273092915
34022044,18.1,36.39036346919635
34041970,10.5,16.66888156585553
34041988,15.1,40.4717620739813
34061858,11.4,16.904421048024762
