point_id,y_real,y_pred
26601784,47.999999821186066,79.79508440625499
26601978,25.200000554323196,31.00105492990366
26761768,38.900000989437096,37.84881020303739
26802028,4.700000144541258,46.586133096384174
26921850,12.100000441074371,35.231874741016256
26921874,20.40000057220459,34.41904093995613
26942016,15.30000042915344,73.73337540047926
27041840,4.700000144541258,44.1832804506369
27041876,7.100000135600562,46.096482531077235
27061758,3.9000001475214936,22.324224838438223
27101814,12.799999952316284,30.483780994607102
27121756,19.899999439716336,38.86160594390436
27182008,18.299999445676804,55.3672864291979
27202042,9.999999962747097,34.636800076811646
27241758,15.399999618530268,36.84559600010041
27242050,17.799999609589573,42.21884092623056
27301980,5.699999816715713,33.62115026081659
27341920,14.599999621510504,30.086086011760106
27381916,28.29999876022339,35.70976923496229
27402128,3.300000149756665,57.25459117555939
27421740,18.000000581145287,50.70823303136785
27421780,5.300000142306087,32.03891216856195
27422006,3.399999987334006,11.693119467501747
27481894,20.199999600648876,33.2500797216644
27541756,15.600000590085982,30.935859699477955
27541792,7.000000298023221,20.656269356503596
27541810,19.199999928474423,22.491242596766664
27541828,6.399999976158138,33.82548165373618
27561952,8.099999807775017,37.089469924377845
27561980,6.499999813735478,26.280876756413914
27561988,38.099999696016305,32.37186041850337
27601942,17.700000420212742,29.03887827934887
27641832,7.000000298023221,28.249060555571614
27642156,64.40000170469284,53.16586353332333
27681762,8.39999996870756,26.568526756822518
27681946,4.599999982863662,32.639341621340215
27701848,9.699999801814554,44.12271969458583
27721828,10.099999800324438,24.802078501301253
27722026,27.299999088048935,46.30153423819583
27722080,15.099999457597725,44.150825539180445
27741908,6.200000301003456,29.071564234982358
27742358,10.49999979883432,71.12502934551026
27742394,73.30000215768814,48.83987390752322
27781812,10.099999800324438,29.073242702974337
27781996,10.600000284612173,47.01495788437815
27802116,30.499999076128002,44.365424807144166
27821832,6.499999813735478,27.049282121313595
27821838,12.999999627470965,23.861300589499493
27842416,70.2000013589859,52.63529096701332
27881902,10.600000284612173,26.15304137234382
27882384,87.0,52.47055646878735
27922352,23.20000120997429,51.72395080153261
27962406,55.50000125169754,33.85292154746758
27981936,9.299999803304672,28.909017861021237
28022250,43.59999918937683,53.77713847158829
28062298,1.399999994784593,50.66078063465504
28102100,87.0,44.08912315307817
28102114,14.500000432133675,55.01662932262844
28102276,39.79999887943267,37.57132614641833
28121858,8.300000131130219,21.612629159421274
28201930,12.499999791383742,27.18743974376357
28201948,21.599999919533726,40.07063973607772
28202116,13.200000599026678,49.31366396961839
28202170,37.8999987244606,74.53777608907761
28202386,62.699999928474426,45.91988323481883
28221888,17.20000058412551,34.10337343537355
28222270,87.0,77.64608135689949
28222342,87.0,42.80695028803927
28222360,11.899999469518656,41.37964090732056
28242028,10.700000122189522,37.756786666407734
28242186,51.89999932050705,47.38806704862182
28262354,72.10000151395798,39.6174737644914
