point_id,y_real,y_pred
26601784,0.5517241358757019,0.4543919265270233
26601978,0.2896551787853241,0.3323766589164734
26761768,0.44712644815444946,0.31437206268310547
26802028,0.05402299016714096,0.4868592619895935
26921850,0.1390804648399353,0.5337135195732117
26921874,0.2344827651977539,0.3324891924858093
26942016,0.17586207389831543,0.7476767301559448
27041840,0.05402299016714096,0.33534738421440125
27041876,0.08160919696092606,0.44405481219291687
27061758,0.04482758790254593,0.310263067483902
27101814,0.1471264362335205,0.3704918920993805
27121756,0.22873562574386597,0.2562868893146515
27182008,0.2103448212146759,0.32500430941581726
27202042,0.1149425283074379,0.27220553159713745
27241758,0.17701148986816406,0.24177336692810059
27242050,0.20459769666194916,0.2718135714530945
27301980,0.06551723927259445,0.6284316182136536
27341920,0.16781608760356903,0.2887061536312103
27381916,0.3252873420715332,0.4283069968223572
27402128,0.037931036204099655,0.5335018634796143
27421740,0.2068965584039688,0.5117850303649902
27421780,0.060919541865587234,0.3370383381843567
27422006,0.039080459624528885,0.18729901313781738
27481894,0.23218390345573425,0.38057276606559753
27541756,0.17931035161018372,0.27241700887680054
27541792,0.08045977354049683,0.25744619965553284
27541810,0.22068965435028076,0.2539606988430023
27541828,0.07356321811676025,0.3046153783798218
27561952,0.09310344606637955,0.36315110325813293
27561980,0.07471264153718948,0.29377037286758423
27561988,0.43793103098869324,0.39371582865715027
27601942,0.20344828069210052,0.23371654748916626
27641832,0.08045977354049683,0.16558972001075745
27642156,0.7402299046516418,0.41613152623176575
27681762,0.09655172377824783,0.2698554992675781
27681946,0.05287356302142143,0.2828359007835388
27701848,0.11149425059556961,0.5347650051116943
27721828,0.11609195172786713,0.3190332055091858
27722026,0.3137930929660797,0.5390186309814453
27722080,0.17356321215629578,0.48539090156555176
27741908,0.0712643712759018,0.4005905091762543
27742358,0.12068965286016464,0.5204334855079651
27742394,0.842528760433197,0.46370095014572144
27781812,0.11609195172786713,0.3012811839580536
27781996,0.12183908373117447,0.6840827465057373
27802116,0.35057470202445984,0.7156491279602051
27821832,0.07471264153718948,0.30227234959602356
27821838,0.14942528307437897,0.23971450328826904
27842416,0.8068965673446655,0.6933900117874146
27881902,0.12183908373117447,0.2607100009918213
27882384,1.0,0.7569524645805359
27922352,0.2666666805744171,0.4182438254356384
27962406,0.6379310488700867,0.4670912027359009
27981936,0.1068965494632721,0.25251734256744385
28022250,0.5011494159698486,0.635631799697876
28062298,0.016091953963041306,0.30364924669265747
28102100,1.0,0.5041141510009766
28102114,0.1666666716337204,0.5382599234580994
28102276,0.45747125148773193,0.41734087467193604
28121858,0.0954023003578186,0.25499585270881653
28201930,0.14367815852165222,0.3148375153541565
28201948,0.24827586114406586,0.3561476767063141
28202116,0.15172414481639862,0.3334958851337433
28202170,0.4356321692466736,0.5514942407608032
28202386,0.7206896543502808,0.4605550169944763
28221888,0.19770115613937378,0.3547169268131256
28222270,1.0,0.7405694723129272
28222342,1.0,0.6404895782470703
28222360,0.13678160309791565,0.5032035112380981
28242028,0.1229885071516037,0.5109966993331909
28242186,0.5965517163276672,0.4198037385940552
28262354,0.8287356495857239,0.6832119822502136
28282042,0.21609196066856384,0.38063377141952515
28282190,0.2689655125141144,0.5744434595108032
28302038,0.15172414481639862,0.3306470513343811
28302110,0.3264367878437042,0.4865425229072571
28302282,0.45862069725990295,0.42872852087020874
28321802,0.15287356078624725,0.40711843967437744
28322176,0.11954022943973541,0.42865467071533203
28341818,0.12068965286016464,0.3543863296508789
28341822,0.237931028008461,0.3695320785045624
28341858,0.18965516984462738,0.5885635614395142
28362030,0.13678160309791565,0.3752956688404083
28381858,0.08965517580509186,0.45372313261032104
28381990,0.2816092073917389,0.41661056876182556
28382290,0.9816091656684875,0.49852442741394043
28382362,0.1425287425518036,0.4905162453651428
28422060,0.25517240166664124,0.41367438435554504
28442038,0.11724138259887695,0.3550478219985962
28481832,0.23563218116760254,0.34136518836021423
28482290,0.21149425208568573,0.4274282455444336
28482386,1.0,0.705885648727417
28502140,0.5620689392089844,0.5448787808418274
28502252,0.6149425506591797,0.7136959433555603
28541964,0.16436780989170074,0.3308493494987488
28542076,0.17126436531543732,0.30504685640335083
28542144,0.2137930989265442,0.442106157541275
28542166,0.06896551698446274,0.5409209132194519
28542300,0.16896551847457886,0.6006014943122864
28562376,0.7114942669868469,0.7185099720954895
28581744,0.11034482717514038,0.11550012975931168
28601988,0.3137930929660797,0.33894476294517517
28602150,0.07816091924905777,0.4822636842727661
28642024,0.12068965286016464,0.38630539178848267
28642240,0.16781608760356903,0.39899560809135437
28642250,0.20459769666194916,0.6658862829208374
28661732,0.1344827562570572,0.26375752687454224
28661930,0.27126437425613403,0.5262885093688965
28721946,0.11379310488700867,0.3935382068157196
28722138,0.06781609356403351,0.34319546818733215
28722300,0.2620689570903778,0.5160849690437317
28741666,0.21494252979755402,0.187494158744812
28741750,0.13793103396892548,0.12572288513183594
28742016,0.19540229439735413,0.3525313436985016
28762036,0.07816091924905777,0.3334692716598511
28762162,0.06666667014360428,0.1592150330543518
28762194,0.11034482717514038,0.2528819441795349
28782240,0.4965517222881317,0.341471791267395
28782352,0.8942528963088989,0.6032059192657471
28801616,0.1425287425518036,0.13657662272453308
28802056,0.14942528307437897,0.43388545513153076
28822118,0.18850575387477875,0.21328696608543396
28822448,0.5436781644821167,0.6670023798942566
28822460,0.888505756855011,0.7482393980026245
28841702,0.001149425283074379,0.1949605941772461
28861884,0.07701149582862854,0.10553554445505142
28882332,0.7896551489830017,0.4969221353530884
28921674,0.1344827562570572,0.13819849491119385
28921756,0.08505747467279434,0.15304777026176453
28922062,0.1827586144208908,0.2539238929748535
28941730,0.15632183849811554,0.21810314059257507
28941870,0.037931036204099655,0.1301516890525818
28962348,0.9356321692466736,0.6338214874267578
29001674,0.04482758790254593,0.22916179895401
29002402,0.5310344696044922,0.593073844909668
29021648,0.09310344606637955,0.11706597357988358
29022110,0.08850574493408203,0.3980528712272644
29041870,0.09080459922552109,0.17806118726730347
29042168,1.0,0.6500524878501892
29042302,0.545976996421814,0.5810638070106506
29042356,0.540229856967926,0.5845398306846619
29042420,0.3609195351600647,0.6167949438095093
29082270,0.9586206674575806,0.5822290778160095
29122076,0.20000000298023224,0.5407096147537231
29122112,0.16091954708099365,0.4501681625843048
29122342,0.959770143032074,0.6367851495742798
29142438,1.0,0.7249008417129517
29161684,0.11954022943973541,0.12182953208684921
29181610,0.2218390852212906,0.40772539377212524
29182322,0.9620689749717712,0.7541466355323792
29182358,0.32413792610168457,0.5340616106987
29201738,0.06551723927259445,0.23070445656776428
29221700,0.11954022943973541,0.23907935619354248
29222266,0.4678160846233368,0.5640507340431213
29242272,0.8287356495857239,0.4729192852973938
29242340,0.48620688915252686,0.602871835231781
29261670,0.158620685338974,0.2221260964870453
29262270,0.5735632181167603,0.5145361423492432
29282026,0.23218390345573425,0.5060470700263977
29301780,0.09770114719867706,0.46107983589172363
29302338,0.6206896305084229,0.5908513069152832
29322114,0.17701148986816406,0.5162250995635986
29342128,0.09425287693738937,0.35797423124313354
29342422,0.4839080572128296,0.7464663982391357
29361628,0.08160919696092606,0.3070715665817261
29361700,0.13793103396892548,0.13613411784172058
29361794,0.10000000149011612,0.3527730703353882
29361826,0.1551724076271057,0.22382581233978271
29361938,0.44252872467041016,0.37102264165878296
29362376,0.90574711561203,0.5483099222183228
29381732,0.1471264362335205,0.1475699245929718
29382188,0.060919541865587234,0.39725223183631897
29401924,0.06551723927259445,0.10904871672391891
29401956,0.0873563215136528,0.4470295310020447
29402104,0.08160919696092606,0.30779916048049927
29402158,0.11264368146657944,0.5732981562614441
29462056,0.24482758343219757,0.485313355922699
29462422,0.7494252920150757,0.7469282150268555
29481636,0.5275862216949463,0.6791317462921143
29522188,0.079310342669487,0.31221216917037964
29541898,0.1632183939218521,0.14309582114219666
