rcasiteid,Gen_lat,Gen_long,SOCstock100
C1003C02,42.45,-96.55,178.822496255869
C1003C03,39.26,-92.86,72.6937343728095
C1003C04,43.1,-96.26,325.789795875769
C1003C05,41.11,-95.24,217.352300507522
C1003C06,41.42,-98.06,160.365696874299
C1003F03,39.73,-94.93,186.049438035577
C1003F04,40.86,-95.94,166.038750083143
C1003F05,46.46,-90.68,71.5907616351206
C1003F07,40.73,-92.03,58.0823226218257
C1003F09,45.34,-91.39,428.037785267571
C1003P01,40.61,-93.68,108.779322229368
C1003P02,39.89,-93.17,169.050389285718
C1003P03,41.48,-97.48,82.1621534582052
C1003P04,44.45,-92.76,274.273369187806
C1003P08,42.78,-97.44,299.477790889767
C1003R01,42.55,-97.73,94.1102457606998
C1003R03,42.22,-97.59,116.99725760616
C1003R04,43.95,-96.7,142.863621550797
C1003R05,41.41,-98.07,101.920441705476
C1003R08,42.05,-97.74,31.4044418437748
C1003W01,41.44,-96.84,160.837512268785
C1003W02,46.92,-88.54,103.542606182407
C1003W04,44.31,-91.11,164.459083868756
C1003W08,39.9,-93.45,112.481349474523
C1003W10,45.18,-90.54,152.139641645194
C1003X04,39.85,-93.31,159.701681234412
C1003X08,40.22,-93.35,143.834001143543
C1004C01,45.79,-94.55,
C1004C02,45.82,-94.74,29.0186712487313
C1004C03,44.79,-89.01,74.333833009513
C1004C04,44.13,-90.06,57.8783821312104
C1004C05,45.13,-89.03,82.961441525824
C1004C06,44.21,-89.63,122.888300108743
C1004C07,45.39,-91.78,62.1214822649342
C1004F01,46.23,-93.5,
C1004F02,46.0,-94.94,129.718814740046
C1004F03,47.1,-94.96,57.645809910235
C1004F04,46.87,-94.74,65.2369792640874
C1004F05,46.56,-90.57,60.6669944728211
C1004F07,44.09,-90.3,74.6559930009809
C1004F08,47.52,-95.22,38.3556052943392
C1004F10,46.16,-93.26,
C1004F11,45.74,-92.31,70.5735603811213
C1004F12,46.9,-94.37,48.5523155356647
C1004F13,45.9,-93.39,74.9350408483193
C1004F14,47.14,-95.33,92.8863042461003
C1004F15,45.44,-93.36,31.4936394382642
C1004F17,46.53,-93.13,104.471079894202
C1004F20,47.22,-95.13,53.431606827483
C1004P01,46.49,-94.9,45.9577318490938
C1004P03,45.94,-93.22,134.390273902086
C1004P04,45.38,-93.27,
C1004P08,45.1,-92.93,56.9746992565938
C1004P10,45.18,-92.61,55.7503968033687
C1004P97,45.28,-93.2,43.0989424544183
C1004R01,45.29,-96.88,201.703342079531
C1004R02,45.21,-96.83,200.288398378631
C1004R03,45.47,-96.93,149.695016736611
C1004X01,45.14,-92.44,108.045246335899
C1004X03,48.82,-95.44,141.851188451196
C1004X04,45.16,-92.06,52.2778790815578
C1005C01,42.71,-89.65,206.626914210736
C1005C02,41.95,-91.23,218.035209753507
C1005C04,41.41,-95.08,231.948814006834
C1005C05,41.53,-93.87,208.490347814886
C1005C06,41.52,-94.97,254.010641077697
C1005F02,41.03,-96.25,146.222800861215
C1005F03,43.68,-95.03,217.985576280638
C1005F04,42.11,-91.3,245.014760232068
C1005F06,43.17,-90.48,104.435745520969
C1005F08,39.93,-93.39,181.277039278763
C1005P04,44.3,-92.94,407.261265427672
C1005P06,45.64,-95.19,114.41552884426
C1005P09,41.58,-94.87,264.351799048784
C1005P10,41.85,-90.78,50.7091355734067
C1005P95,40.75,-94.4,74.7920962110358
C1005P96,42.2,-95.44,437.673018567794
C1005P97,40.01,-94.37,97.8661962832978
C1005P98,42.43,-91.67,365.275297022546
C1005P99,41.08,-95.51,260.410491448684
C1005W01,43.22,-95.27,328.938530491873
C1005W02,43.65,-96.77,277.176307293445
C1005W03,45.89,-95.49,1098.6930458519
C1005W95,45.46,-94.93,605.469406967783
C1005W97,42.5,-91.47,213.203556074633
C1005X02,43.01,-95.43,183.698439131121
C1005X03,43.5,-94.89,332.153955856745
C1005X06,42.81,-92.67,61.5654142645039
C1006C01,41.57,-98.12,140.424692598434
C1006C02,40.87,-93.5,125.196491608436
C1006C03,42.54,-96.09,27.3370432805497
C1006C04,42.01,-92.97,66.2176217071558
C1006C05,41.9,-90.41,68.045756046946
C1006C06,42.59,-97.03,28.6960927024771
C1006C07,44.37,-93.17,125.214017337203
C1006C08,41.63,-96.43,107.935642339753
C1006C09,42.48,-95.16,177.470795994741
C1006C10,42.28,-96.67,80.7715225632204
C1006C11,42.16,-97.15,125.940870443694
C1006C12,42.18,-96.49,114.812250146723
C1006C13,41.47,-95.06,126.089942050984
C1006C14,43.55,-91.75,115.596972261799
C1006C15,40.25,-94.94,176.412176154734
C1006C16,44.58,-95.95,96.4553299898449
C1006C17,42.94,-90.81,132.704057337237
C1006C19,41.11,-95.7,73.5189270886233
C1006C20,43.83,-93.29,120.769034122597
C1006C21,41.4,-98.27,46.0827485462843
C1006C22,41.35,-95.6,40.857582222498
C1006C23,42.36,-91.67,110.087032958061
C1006C24,42.29,-90.14,79.9075075900506
C1006C25,43.19,-96.49,82.3355747034919
C1006C26,43.98,-92.1,242.49715717689
C1006C27,44.47,-92.52,69.1267520513189
C1006C28,42.64,-90.85,71.5921043205084
C1006C30,41.51,-95.05,149.535381875517
C1006C31,42.34,-95.75,112.927996140021
C1006C32,42.47,-90.44,90.7119290218541
C1006C33,41.49,-97.79,206.22103878506
C1006C34,41.23,-91.52,128.395827667003
C1006C35,41.65,-90.72,65.6451205048717
C1006C36,39.67,-95.23,111.465600284211
C1006C37,41.73,-95.35,64.5571979217995
C1006C38,41.12,-94.77,124.695135553307
C1006F02,43.45,-91.64,73.6848751867884
C1006F03,40.52,-93.47,115.349896209982
C1006F04,43.16,-92.15,62.6230833999645
C1006F05,42.06,-93.93,81.9554275844677
C1006F06,41.66,-91.6,107.396830416606
C1006F08,44.31,-91.34,51.397942357348
C1006F09,43.37,-91.28,103.456443481778
C1006F10,39.37,-94.76,126.49869774669
C1006F11,44.49,-92.45,97.4877195555296
C1006F12,44.0,-91.17,67.5404278763229
C1006F95,39.63,-94.94,97.1158659469446
C1006P02,44.08,-92.38,106.859312707893
C1006P03,43.5,-90.33,55.9142705763076
C1006P06,41.53,-94.64,115.802181634705
C1006P07,43.35,-90.49,60.2875361160844
C1006P08,41.58,-92.42,140.522621434664
C1006P09,40.41,-93.1,108.409078787903
C1006P10,40.69,-92.45,196.560168184602
C1006P12,41.24,-94.04,185.074004687886
C1006P13,42.82,-89.76,148.529251525787
C1006P14,40.21,-93.86,110.654238595553
C1006P96,41.4,-92.1,80.1489671297067
C1006P97,39.59,-93.75,122.019437909987
C1006P98,43.31,-94.8,200.224178345502
C1006R01,42.72,-97.29,95.9571944946148
C1006R02,41.92,-97.97,93.0654728248533
C1006R03,41.76,-98.06,73.3512711078733
C1006R04,42.54,-97.87,66.8270101681558
C1006R05,42.56,-97.81,84.1121357622717
C1006R07,42.1,-97.78,53.4037399209358
C1006R08,42.82,-97.64,155.402570819453
C1006X01,42.46,-96.61,72.076698993425
C1006X02,44.08,-92.06,62.5415135733908
C1006X08,41.43,-96.01,115.330944130727
C1007C01,43.15,-93.6,1784.90998257123
C1007C02,44.37,-94.22,1137.06491376902
C1007C03,43.65,-93.17,530.396447618542
C1007C04,44.04,-93.04,1036.24534358411
C1007C06,44.76,-93.98,716.278674318842
C1007C07,43.66,-94.02,728.296987016901
C1007F01,46.13,-93.23,
C1007F02,46.09,-87.9,3632.39368502897
C1007F03,46.52,-85.08,1407.03353247383
C1007F04,45.98,-93.82,691.630068419023
C1007F05,48.59,-95.6,2799.83308366394
C1007F06,48.54,-96.03,734.907047970266
C1007P01,44.73,-93.93,1521.63037422534
C1007P02,46.8,-95.24,425.773479973353
C1007P03,44.32,-89.61,
C1007P04,46.68,-93.35,2578.99530598365
C1007P05,46.9,-95.82,1034.01854357636
C1007P06,46.9,-95.44,1913.43824978866
C1007W02,44.31,-89.59,1286.56650923113
C1007W03,44.67,-89.54,3055.69187991252
C1007W04,46.44,-85.43,3653.87982333073
C1007W06,45.83,-93.86,
C1007W10,46.12,-93.08,1138.63683756973
C1008C01,47.53,-96.08,98.5296262008482
C1008C02,45.82,-92.55,
C1008C03,45.41,-96.49,173.428135820516
C1008C04,45.87,-96.93,76.6857503240408
C1008C05,45.87,-95.8,126.291920368911
C1008F01,45.63,-89.84,104.229203782091
C1008F03,45.55,-92.82,
C1008F04,46.37,-95.08,348.030271443186
C1008F05,46.95,-88.17,95.1319623808464
C1008F06,45.57,-89.03,109.175040140096
C1008P01,44.39,-90.23,61.4519089963224
C1008P02,45.3,-96.39,242.203609806429
C1008P03,45.71,-93.74,113.696967432646
C1008P07,45.22,-96.14,186.13970174651
C1008P10,45.9,-94.97,225.185365128228
C1008W03,47.15,-88.35,784.055395435235
C1008W04,46.35,-86.1,260.547092473786
C1008W05,47.23,-95.9,1027.10009745226
C1008W06,46.09,-94.99,538.557897242676
C1008W08,46.22,-86.78,374.655208557089
C1008X01,46.61,-95.47,56.7871565749925
C1008X02,48.46,-96.17,261.423589715919
C1008X03,48.52,-96.15,131.201524729708
C1009C01,46.79,-96.28,39.8657182667891
C1009C02,44.81,-89.12,60.6594454084635
C1009C03,45.05,-95.39,112.351423039387
C1009C04,44.94,-95.42,115.018491881534
C1009C05,44.04,-96.45,
C1009C06,46.01,-94.04,
C1009C07,45.36,-96.27,93.6008941159305
C1009F01,46.89,-88.91,87.0034989471178
C1009F02,46.23,-92.05,105.485307776423
C1009F03,46.23,-88.49,99.1367121281149
C1009F04,45.95,-91.12,90.1675235844572
C1009F05,45.88,-88.65,104.618619209431
C1009F06,45.93,-89.16,57.728640427467
C1009F07,47.41,-88.16,113.179076056212
C1009F08,45.79,-92.04,171.691286884093
C1009F09,45.61,-90.98,128.459804932352
C1009F11,46.29,-84.61,222.154050269726
C1009P01,46.79,-96.12,101.99730179082
C1009P06,45.52,-96.75,106.684903296539
C1009P07,45.34,-92.69,59.1258428796293
C1009P08,45.87,-86.36,62.8715765725494
C1009P10,46.08,-88.56,123.249976664011
C1009P85,43.97,-96.18,187.892756923631
C1009R01,45.99,-97.03,156.139004121973
C1009R03,45.99,-97.14,207.475026242597
C1009R04,45.53,-96.79,159.3631458215
C1009R05,45.63,-97.1,177.453713525669
C1009R06,45.44,-97.01,213.497968036711
C1009R07,45.75,-97.15,337.815245642728
C1009X01,45.9,-96.88,110.27884795224
C1009X02,46.28,-95.64,
C1009X06,44.36,-95.95,74.5633990167729
C1010C01,45.07,-90.84,98.3098413568547
C1010C02,46.07,-91.33,
C1010C03,44.43,-89.91,52.404383349729
C1010C04,45.17,-89.25,78.9638846439043
C1010C05,44.79,-90.25,78.4548828489593
C1010F01,46.72,-93.16,265.628981382063
C1010F03,47.8,-92.59,238.00857225816
C1010F04,45.49,-90.58,136.412695465525
C1010F07,46.92,-93.29,90.7985685527926
C1010F08,45.64,-90.81,108.783835687859
C1010P01,44.79,-89.46,160.780487063263
C1010P02,44.54,-90.22,199.40594885501
C1010P05,45.01,-90.44,114.872803954651
C1010P07,44.48,-90.06,72.3459795723872
C1010P08,45.73,-91.99,
C1010P09,47.31,-94.69,108.321865952208
C1010P90,46.28,-93.46,194.853796648238
C1010P93,45.04,-90.25,278.906751270042
C1010P94,45.24,-90.89,65.9162585126121
C1010P96,45.91,-93.82,84.8835895343263
C1010W02,47.14,-96.03,217.446015470753
C1010W04,44.42,-90.23,76.262883227614
C1010W06,47.86,-93.06,182.13007962984
C1010W07,46.27,-84.28,102.268700672081
C1010W08,45.25,-92.26,195.371915727362
C1010X02,47.24,-95.88,459.142805441056
C1010X97,48.83,-95.45,132.860999518407
C1011C01,41.63,-90.68,298.693414357672
C1011C02,42.8,-93.27,360.95946949885
C1011C03,41.95,-91.19,214.685182370863
C1011C04,41.51,-91.11,358.658879033667
C1011C06,43.03,-95.92,291.444592779075
C1011C07,40.69,-95.0,425.28612900765
C1011C08,44.17,-94.97,316.154839494421
C1011C09,40.79,-94.86,206.754445693583
C1011F01,44.01,-90.24,385.93802483155
C1011F02,45.91,-94.31,226.972081939826
C1011F03,43.99,-90.22,246.234570024592
C1011F04,45.07,-87.71,264.382776336768
C1011F10,39.12,-93.57,202.077546842626
C1011P01,43.39,-94.8,479.958388049342
C1011P02,43.49,-96.2,369.34283060514
C1011P03,44.12,-96.15,461.698252982142
C1011P04,42.92,-89.6,152.725256243184
C1011P06,43.93,-95.74,255.057696897984
C1011R01,45.79,-97.04,254.888066963088
C1011R03,44.01,-96.69,321.239951397241
C1011R04,45.16,-96.46,
C1011R05,45.36,-96.79,
C1011R87,45.74,-97.15,292.883567425795
C1011W06,43.72,-96.08,634.287305995756
C1011W07,44.02,-90.54,74.8939789894362
C1011W10,40.09,-95.28,315.629953826513
C1011W93,45.74,-87.17,751.492123552177
C1011W95,45.27,-96.33,3056.47430169756
C1011X02,43.36,-93.18,326.889019417156
C1011X03,45.34,-95.72,207.026729434858
C1011X04,39.98,-94.43,257.228827252305
C1012C04,44.36,-93.73,2127.67386998274
C1012C06,43.51,-93.33,1184.35020260107
C1012C07,46.87,-96.09,692.632887494975
C1012C08,43.69,-93.6,877.152461974585
C1012C09,44.43,-93.71,941.920452359202
C1012C10,46.59,-93.15,3125.20728199588
C1012F01,45.61,-91.11,1685.06759539931
C1012F02,46.62,-93.04,3424.21620305161
C1012F05,46.18,-90.48,1394.91757383564
C1012P01,45.36,-93.54,3084.12754053622
C1012P04,45.64,-93.33,2088.09270322705
C1012P05,45.34,-92.57,2523.46573445289
C1012P92,45.33,-93.52,3333.79924213836
C1012P95,46.5,-96.04,1584.18580973723
C1012W01,46.01,-91.87,3061.45485145247
C1012W02,46.14,-87.34,3377.67515223119
C1012W03,46.24,-84.51,3812.82493035924
C1012W04,46.11,-93.44,2634.75055752301
C1012W05,47.05,-93.25,3368.82001540449
C1012W07,46.32,-84.44,3220.89002581809
C1012W08,46.85,-87.79,3732.31966898538
C1012W10,46.13,-89.68,440.537390886053
C1101C01,40.37,-89.92,60.3858535028476
C1101C02,42.09,-86.29,33.2669712136832
C1101C03,41.67,-89.31,11.7294339640316
C1101C04,43.72,-89.53,32.890118611322
C1101C05,42.78,-85.71,28.4468827650677
C1101C06,41.96,-85.96,98.813523976463
C1101C07,42.22,-86.01,53.1058582157244
C1101C08,38.85,-90.4,136.030849987565
C1101C93,40.96,-86.48,44.6268788733307
C1101C96,39.97,-89.89,88.94071894082
C1101C98,40.28,-89.94,86.5775888902897
C1101F01,42.55,-85.9,70.3317573729823
C1101F02,43.57,-85.29,49.46895708557
C1101F04,43.54,-85.56,56.8744294121983
C1101F05,43.63,-86.51,56.3731630650497
C1101F06,44.41,-86.19,73.8170602716586
C1101F07,44.38,-85.93,87.6194758243553
C1101F08,42.38,-85.36,35.2705858189237
C1101F10,44.46,-86.1,91.9626046214889
C1101F99,43.66,-89.22,63.5959704684593
C1101P01,43.67,-86.2,65.0318295392461
C1101P04,41.96,-84.82,39.6408957293785
C1101P09,43.7,-86.17,54.0292296532035
C1101X01,41.9,-89.39,114.948596691821
C1101X02,44.02,-89.25,34.6308601365508
C1101X03,43.49,-85.26,52.4696997395507
C1102C01,39.81,-90.48,69.4633777040831
C1102C02,39.28,-85.43,73.2873624191807
C1102C04,39.19,-88.25,67.3256123275536
C1102C06,38.94,-85.7,158.189981612028
C1102C08,39.58,-84.69,94.9003154114038
C1102C09,39.37,-86.61,97.074197809064
C1102C96,39.81,-91.73,44.1401069818045
C1102F02,38.87,-85.7,68.4459909281511
C1102F03,38.22,-88.76,
C1102F04,39.91,-90.86,103.038627732016
C1102F07,39.33,-89.95,115.833680804687
C1102F09,39.71,-86.78,150.266601222019
C1102P02,39.52,-87.82,142.455418712299
C1102P04,38.79,-91.95,72.280847620953
C1102P05,39.71,-86.57,86.301731327187
C1102P06,39.22,-92.49,78.242970646153
C1102P07,39.91,-90.64,99.5458169834131
C1102P92,37.54,-89.32,50.645572885967
C1102P94,40.52,-89.41,143.93153394229
C1102P95,38.6,-91.89,119.517746319659
C1102P96,38.94,-91.84,93.8538003895383
C1102W03,38.63,-91.9,105.141703632127
C1102W04,39.19,-91.1,105.696508849598
C1102W06,38.7,-92.35,74.3664008875827
C1102X02,38.08,-88.0,148.69792520604
C1103C01,41.87,-89.18,98.5787088909857
C1103C02,42.23,-86.17,42.377163444518
C1103C03,41.22,-86.5,133.743265223232
C1103C04,43.95,-86.16,161.944580293744
C1103C05,40.74,-86.82,104.138518826033
C1103C06,42.09,-86.32,97.6235704073838
C1103C07,41.17,-86.41,
C1103C09,41.24,-86.51,102.968644787737
C1103F02,42.95,-85.16,161.395523309306
C1103F03,43.68,-84.63,48.5780553142069
C1103F05,42.44,-86.09,125.124436326769
C1103F06,42.16,-86.09,80.4831495247188
C1103F07,42.12,-84.92,42.0237350591915
C1103F08,44.03,-86.27,202.720899894088
C1103P04,43.83,-89.14,75.4176800717201
C1103P05,41.01,-87.56,
C1103P07,41.07,-87.43,36.7478448140778
C1103W01,43.35,-85.68,122.973793820179
C1103W02,42.67,-85.87,42.1414553333231
C1103W03,43.4,-85.96,98.2233345869209
C1103W05,42.53,-86.05,116.651987111053
C1103W07,43.73,-86.29,69.9247434265538
C1103W08,43.51,-85.53,190.020765808441
C1103X01,43.86,-82.97,157.480876525992
C1103X02,43.82,-82.69,69.692364199833
C1103X03,41.87,-85.04,37.4524177505318
C1104C01,44.51,-88.22,38.2481940064027
C1104C03,44.02,-84.61,98.2143060892649
C1104C04,45.08,-88.14,91.0527302640768
C1104C05,44.69,-88.94,81.2627119104291
C1104C09,44.93,-85.5,64.0840172706467
C1104C95,44.13,-85.05,97.2961389062555
C1104C96,44.68,-87.59,79.7779984019433
C1104C99,43.46,-85.02,26.5924881325181
C1104F01,44.43,-85.68,113.778906658753
C1104F02,44.44,-85.25,71.4014580495074
C1104F03,44.47,-85.29,46.7415652176622
C1104F04,44.81,-85.43,89.0399878545814
C1104F05,43.9,-85.9,89.5699800105782
C1104F06,44.63,-85.51,32.8540685135255
C1104F08,44.99,-84.13,73.7952489263533
C1104P02,44.02,-84.5,214.512027692542
C1104P03,43.91,-85.55,90.6797340058343
C1104P05,44.15,-83.82,37.8582843580779
C1104P06,44.57,-88.88,55.0179300437921
C1104P07,43.85,-84.76,104.70478693154
C1104P09,44.52,-83.44,90.2446727170619
C1104P10,43.31,-85.24,17.3296582869242
C1104P99,45.05,-84.89,74.62142365047
C1104X01,44.12,-84.48,69.5816752308951
C1104X02,44.84,-87.6,67.8130947337724
C1104X03,44.69,-88.45,120.337918384513
C1105C01,44.99,-87.24,92.5072168155949
C1105C02,45.03,-87.22,64.2998423313806
C1105C03,45.03,-87.2,86.3969781312442
C1105C05,44.93,-87.34,64.4686576891909
C1105F01,39.51,-86.3,97.8753922400805
C1105F02,42.26,-89.16,178.044001598623
C1105F03,38.03,-90.22,29.0780692564875
C1105F05,45.26,-87.07,100.722472608397
C1105F07,38.51,-90.7,40.802174901553
C1105F09,38.02,-90.19,92.5394366033081
C1105P01,42.5,-89.75,203.772358706728
C1105P02,42.58,-89.52,50.5157761283101
C1105P03,45.12,-87.2,87.6031805773637
C1105P04,41.39,-88.19,144.934008620115
C1105P05,44.94,-87.36,52.5639585780066
C1105P06,38.02,-90.22,15.6759524055617
C1105P08,41.99,-89.4,549.627201091691
C1106C01,42.08,-85.96,2303.13259329428
C1106C03,42.56,-86.08,779.413562505447
C1106C04,41.02,-86.36,1131.01176230424
C1106C05,41.69,-84.9,1161.36173513731
C1106C07,43.79,-84.79,1947.51158975906
C1106C09,43.33,-88.62,1079.73995251437
C1106F01,44.87,-83.33,129.308699207793
C1106F05,43.58,-82.9,2111.57329434278
C1106F06,43.2,-88.92,172.67524539275
C1106F08,44.26,-83.75,1992.14974284335
C1106P01,42.53,-85.03,2980.61374355701
C1106P02,41.42,-84.83,1843.70107180954
C1106P03,42.45,-88.94,1680.970893985
C1106P04,41.93,-83.98,1166.77252165261
C1106P05,43.26,-88.63,874.108621957376
C1106P06,45.29,-84.61,656.420133724801
C1106W01,44.19,-89.15,815.703472475777
C1106W02,42.41,-84.08,2438.7321939299
C1106W03,44.03,-89.12,594.040341040892
C1106W04,43.9,-88.06,3079.01555203857
C1106W05,43.62,-87.75,499.023010865679
C1106W08,43.11,-89.0,633.989202720717
C1106W10,42.49,-85.24,2067.05063754191
C1107C01,39.41,-86.55,220.344476379775
C1107C02,42.5,-89.59,216.117556126498
C1107C05,38.93,-90.41,
C1107C07,39.99,-89.88,144.283859535237
C1107C08,41.49,-86.1,213.564663980345
C1107C10,42.08,-83.81,85.6752409629361
C1107C11,40.43,-83.5,149.781472929709
C1107C12,40.19,-88.69,134.202267167157
C1107C13,40.56,-89.67,171.555751959093
C1107C14,37.85,-88.34,65.1686488192164
C1107C15,41.78,-88.54,234.130006956728
C1107C16,41.4,-86.08,133.126320509934
C1107C21,40.4,-90.49,247.05100690734
C1107C88,39.85,-87.45,246.88626415386
C1107F02,39.32,-92.19,
C1107F03,41.11,-86.44,142.449375089774
C1107F04,40.73,-90.31,133.431458047079
C1107P02,39.63,-90.27,146.763271776551
C1107P03,38.18,-88.41,51.7149516729762
C1107P04,42.04,-84.72,175.219073247907
C1107P05,42.08,-88.72,
C1107P09,43.1,-88.26,372.309670096358
C1107P91,43.21,-83.92,64.7599453165473
C1107P95,38.59,-92.06,111.671398755549
C1107P97,42.04,-84.33,276.487856787615
C1107W01,37.86,-88.13,97.7594339254118
C1107W04,44.99,-87.24,158.528932575566
C1107W05,43.62,-87.75,
C1107W06,43.62,-85.95,83.0581944767796
C1107W09,42.26,-88.71,322.42378763126
C1107X02,42.22,-86.12,79.0529340927603
C1107X04,38.44,-88.33,98.511921811297
C1107X07,39.16,-88.48,97.8094504430043
C1108C01,45.04,-87.83,133.148638786466
C1108C02,44.73,-87.43,95.0919818509632
C1108C03,44.19,-85.05,104.38618051783
C1108C04,43.3,-84.9,61.9624096488312
C1108C05,43.2,-86.01,83.3883831743143
C1108F01,44.16,-83.99,118.363958007491
C1108F02,44.92,-84.06,
C1108F03,44.41,-85.04,278.403399919702
C1108F04,44.45,-85.05,125.971248799991
C1108F05,44.81,-83.39,72.5780030697183
C1108P01,44.15,-85.13,44.7071806892782
C1108P02,43.15,-85.89,73.4372097168235
C1108P03,44.01,-84.95,101.868719312278
C1108P04,45.16,-87.81,114.958140171722
C1108P05,42.82,-86.0,74.6409809788045
C1108P07,43.95,-84.5,89.1896908036081
C1108P09,44.3,-84.95,102.537053735639
C1108W02,44.67,-88.48,142.271413219393
C1108W03,44.79,-88.69,3403.82625447608
C1108W04,44.69,-88.12,312.625025153439
C1108W05,45.12,-83.77,132.999459164865
C1108X01,44.68,-87.42,140.389569033817
C1108X02,44.16,-83.79,111.776058020833
C1108X03,44.87,-87.95,116.486296547624
C1108X04,44.65,-87.56,99.5023243391086
C1109C02,39.73,-83.92,64.9011434391325
C1109C03,42.28,-89.75,89.5326156226879
C1109C04,38.01,-87.75,37.6907681495294
C1109C05,40.85,-90.72,86.9392717011933
C1109C06,39.24,-85.49,54.0494616009867
C1109C08,39.97,-85.02,61.0566632135486
C1109C09,38.47,-88.08,48.8532725983354
C1109C10,39.08,-90.66,46.267440246352
C1109C11,41.48,-88.65,133.287719300973
C1109C12,39.23,-85.02,76.7586042618747
C1109C13,40.68,-87.3,111.856628962859
C1109C14,39.58,-84.69,53.9569287108112
C1109C15,42.08,-85.81,106.667404483815
C1109C17,38.84,-86.97,39.527899382122
C1109C18,42.67,-85.0,58.5448740374424
C1109C20,42.4,-85.46,159.406643136537
C1109C21,41.82,-90.13,55.9772159940184
C1109C23,42.6,-89.67,52.7338659404351
C1109C24,44.17,-87.72,60.2472882652779
C1109C25,43.41,-89.39,22.4078513552995
C1109C26,41.96,-88.55,102.356909762738
C1109C27,40.35,-89.28,135.091140682786
C1109C29,40.08,-87.04,71.6860447032812
C1109C30,40.15,-83.75,59.4542611682901
C1109C31,40.42,-92.57,93.8580234996021
C1109C32,40.55,-84.09,92.9792649007376
C1109C33,43.85,-88.21,73.7717146150825
C1109C35,42.02,-85.42,43.6857943240994
C1109C36,41.98,-89.76,90.7800359370299
C1109C37,41.34,-87.26,81.7269478372335
C1109C38,40.29,-88.05,112.930445759091
C1109C42,38.48,-90.22,57.9638932808949
C1109C95,44.53,-87.78,104.929166216913
C1109C97,40.9,-90.19,146.25681823984
C1109C98,42.08,-89.53,113.556377588088
C1109F04,38.29,-89.52,170.403169056126
C1109F07,38.38,-87.55,81.4904023001097
C1109F09,40.08,-87.39,100.485950460471
C1109F10,39.19,-90.42,58.6283348372593
C1109F12,42.22,-84.28,44.8027381262171
C1109F13,43.65,-84.94,59.6430465278596
C1109F14,39.14,-92.9,120.163640502273
C1109F15,41.73,-90.08,90.4974195047038
C1109F16,39.23,-88.28,70.8610672332613
C1109F21,40.43,-87.03,111.36176343053
C1109F23,40.55,-88.09,126.096398240062
C1109F26,39.53,-86.9,132.148983328671
C1109F98,37.87,-88.82,139.553712079733
C1109P01,42.58,-85.66,17.5458208035628
C1109P02,41.82,-84.69,49.3027381132765
C1109P04,39.86,-90.64,78.0104467174908
C1109P08,38.06,-89.59,122.430378335508
C1109P09,42.65,-85.78,60.3176766471882
C1109P10,40.12,-92.42,138.898259805209
C1109P16,39.49,-86.49,80.7843623353937
C1109X01,33.65,-87.62,72.7260526176767
C1109X02,42.77,-88.8,61.2939091601352
C1109X03,41.62,-85.16,33.4584349087236
C1109X04,40.99,-86.05,108.415234256923
C1109X08,42.49,-88.94,55.7309697272469
C1109X98,37.86,-88.78,71.1645511487585
C1110C01,41.85,-84.78,122.135680336395
C1110C02,38.47,-89.87,50.0803118666691
C1110C03,42.03,-86.45,69.2248144783275
C1110C04,38.86,-88.09,70.1069490974613
C1110C05,39.84,-82.53,77.6872832372416
C1110C06,40.44,-90.3,59.5248141385586
C1110C07,39.33,-88.43,150.735529935422
C1110C08,39.94,-88.0,210.49373163698
C1110C09,41.99,-84.98,114.464056528644
C1110C10,41.86,-88.4,204.524455233984
C1110C11,39.29,-88.45,80.4830180619653
C1110C12,39.0,-88.57,53.5969412664998
C1110C13,39.36,-84.88,75.7071958304305
C1110C14,39.22,-85.11,67.9211975950223
C1110C15,40.4,-84.46,
C1110C16,38.6,-89.06,80.0497915867068
C1110C17,37.99,-89.4,37.6030334800551
C1110C18,41.0,-89.59,151.689504546311
C1110C19,40.84,-83.07,87.804704921484
C1110C20,41.97,-89.04,221.15616324009
C1110C21,38.82,-88.15,69.5699252549443
C1110C22,39.26,-91.44,86.9671787317227
C1110C24,40.9,-82.85,128.817411084471
C1110C25,38.69,-88.55,74.3779656873235
C1110C26,41.09,-82.79,82.2472500134533
C1110C27,40.27,-83.43,
C1110C29,39.08,-92.07,122.217235682283
C1110C30,42.9,-82.91,90.8339783862986
C1110C31,39.14,-88.3,55.8688383008193
C1110C32,38.84,-89.46,73.4372101049819
C1110C34,39.45,-86.65,38.7097959450516
C1110C35,40.5,-84.77,131.587754219167
C1110C36,39.93,-92.15,94.5635360596667
C1110C37,39.08,-91.22,96.1145378950745
C1110C39,41.45,-87.91,188.080934107843
C1110C40,41.96,-83.83,118.883314265173
C1110C41,41.18,-82.38,72.9383027351192
C1110C42,41.55,-85.0,80.0630065036239
C1110C43,42.7,-88.08,232.387378269526
C1110C44,40.62,-89.67,47.0783648398995
C1110C46,40.31,-83.53,
C1110C47,41.05,-83.69,191.121481171571
C1110C48,38.51,-87.6,94.7979067992115
C1110C49,40.74,-82.89,70.0482948077916
C1110C50,40.53,-85.29,72.2133412093053
C1110C52,38.59,-87.86,45.2657433092645
C1110C53,40.92,-82.99,219.934834835463
C1110C54,41.87,-84.85,97.2905106164228
C1110C55,41.48,-84.81,69.7445303265087
C1110C57,41.08,-85.4,187.244024672479
C1110C58,40.78,-83.26,78.5743786341404
